Dilution rate,Species,,Variance,Lag-1 AC,Lag-2 AC,Lag-10 AC,AIC fold,AIC hopf,AIC null,Smax
0.04,Brachionus,Lower,2.5615721217210186,0.36358231008609476,0.3612268933646039,-0.15652502545512334,0.16724323673023364,0.6750584217283087,6.309789637530856e-05,0.36964479944583517
0.04,Brachionus,Mean,2.5922759583057506,0.37847731692910763,0.3700785635592528,-0.13125506320145094,0.24521425893454452,0.7518970615825151,0.0028886794829405377,0.3856255197858296
0.04,Brachionus,Upper,2.621821426950316,0.393087241123331,0.3795192358605721,-0.10489988184144998,0.32796928092767447,0.8239731796057093,0.0074441731139798795,0.40179514580643466
0.04,Chlorella,Lower,0.01738675651867613,0.45304721566639083,0.3218486301329505,-0.20521648560252106,0.04197027134888124,0.8480458813451425,7.869189096067003e-06,0.0027115055421201057
0.04,Chlorella,Mean,0.017700623802294,0.47209490103363855,0.3294470812210104,-0.17685108631907556,0.09207954316696723,0.9077459352295771,0.0001745216034557098,0.0028543159389289546
0.04,Chlorella,Upper,0.017993926113710493,0.48998763605609735,0.33727017089149774,-0.14716526970970972,0.14484753158732527,0.9571990917414492,0.0005094198038058984,0.0029952644732289166
0.07,Brachionus,Lower,9.000692075873632,-0.3626749900511734,0.1567087009160741,-0.11040856841460653,0.0022004588515239097,0.6906338160037724,0.20069607732802736,0.5947078778731064
0.07,Brachionus,Mean,9.268580100439003,-0.3506893481507414,0.17485376167933903,-0.08098658388723255,0.003350800856473583,0.7423078510964742,0.2543413480470525,0.6386491071819298
0.07,Brachionus,Upper,9.522527997742927,-0.33902217860950135,0.19231363855596734,-0.0491104165541321,0.004888393807713058,0.7960129771332973,0.3082276507405437,0.6887490540281661
0.07,Chlorella,Lower,0.021202977421401686,-0.004384304325141863,-0.06608652904539218,0.04438746069691067,0.10230333107572143,0.5909635103642968,0.11868915139765507,0.0020052949516758565
0.07,Chlorella,Mean,0.021775668517709776,0.007543023379097425,-0.05540988887758186,0.06316220899758668,0.16111712514561663,0.6715821384678324,0.1673007363865514,0.0021225698184744093
0.07,Chlorella,Upper,0.02232669906813201,0.019766051826502862,-0.044423633765696885,0.08168343971001861,0.22227311957698262,0.7435138344718898,0.2214333435528227,0.0022384057486775914
0.12,Brachionus,Lower,7.986538901549281,0.056794734494737646,0.041044911250727276,0.0767832215816405,0.21637283673454225,0.3171670899286642,0.25903208966517016,0.7701847452106858
0.12,Brachionus,Mean,8.247773782229519,0.0771233284153512,0.05019923303531418,0.08919007748391045,0.29030362608764393,0.3886289807819617,0.32106739313039456,0.8136185156427248
0.12,Brachionus,Upper,8.494411837449919,0.09876317792868711,0.05949391868529582,0.10269054548504619,0.36970182486471126,0.46856624695979193,0.39159908185056536,0.8602807277235497
0.12,Chlorella,Lower,0.021234858715177933,0.4521114787247217,0.3038807463242076,0.03637890742296358,0.6334335685292389,0.1683825226321046,0.015493607575265434,0.002275765969104467
0.12,Chlorella,Mean,0.0228961391848327,0.4683203713545231,0.31651422938285323,0.05383580306961101,0.7178864453204973,0.23927420218246767,0.042839352497034786,0.0025903020094889357
0.12,Chlorella,Upper,0.024372288689179573,0.4851006779387152,0.3284926631502383,0.07113043646670292,0.7953621481857861,0.3198100479122072,0.07768231550009516,0.0028927865987567708
0.32,Brachionus,Lower,27.538415163574353,-0.07212598737554202,-0.05866827054582546,-0.16317662772880565,0.08923768959918674,0.4134682144275829,0.29645174396256346,2.0316076360964
0.32,Brachionus,Mean,29.302461317579922,-0.056925291054145885,-0.0396997663754586,-0.1396646271053035,0.1369964779997168,0.49837856182615015,0.364624960174133,2.2085290784971736
0.32,Brachionus,Upper,31.14775187070784,-0.0403362677680063,-0.01958233607275309,-0.11323686966513304,0.18658589026865302,0.5789561150743501,0.42949511440022153,2.38260229781875
0.32,Chlorella,Lower,0.01728385612317459,0.2621895329160558,-0.028609317561929287,-0.09950329910749613,0.1910072855405752,0.47986886738284873,0.12787224083741328,0.0020531107000744285
0.32,Chlorella,Mean,0.017629304350106338,0.27485700702386145,-0.016301480160251392,-0.07937771097605933,0.255798164699441,0.5655965421838638,0.17860529311669512,0.0022056022590028488
0.32,Chlorella,Upper,0.01797511213992983,0.28693143283954553,-0.004478130071967068,-0.059343875268893766,0.32492888393203484,0.6479439392775259,0.2324845864509535,0.002372118950596438
0.64,Brachionus,Lower,11.195156423918887,0.6717106899312469,0.6191201393555764,0.08508004351300846,0.0906503844779237,0.7838326830658003,1.0618303589955104e-11,2.748452280380835
0.64,Brachionus,Mean,11.952744246170488,0.6844582850295304,0.6399135797276597,0.10996236949513319,0.1474309968963504,0.8525114043113706,5.759879227930751e-05,3.0791978329995153
0.64,Brachionus,Upper,12.679221197541636,0.6963034349436168,0.6591658953296922,0.1355599432269557,0.22054345636450337,0.9155646898034934,0.00017279535088761004,3.399101696408308
0.64,Chlorella,Lower,0.33866029800118086,0.7501099041782722,0.6569107210139857,0.025436219032037393,0.2640227943825455,0.5490189598874062,1.5078062423109654e-08,0.07415212002235516
0.64,Chlorella,Mean,0.3658030716114744,0.7727019167693647,0.6795834670143875,0.05441409726745806,0.3537973834945983,0.6456927595065283,0.0005098569988731726,0.08277230740789936
0.64,Chlorella,Upper,0.3923897217118424,0.793157534548439,0.6986423491193652,0.08313639112643106,0.4498899193232652,0.7296478369427509,0.0015280171867169858,0.0922418058913304
0.67,Brachionus,Lower,14.278509712293644,0.4971668892510474,0.37974573720984306,0.03227632587675419,0.40931379694244613,0.39634844151003445,0.0031228362025832244,2.3266453281926878
