Dilution rate,Species,,Variance,Lag-1 AC,Lag-2 AC,Lag-10 AC,AIC fold,AIC hopf,AIC null,Smax
0.04,Brachionus,Lower,2.556602505085131,0.3517318469232027,0.36079923410781556,-0.14922356635235673,0.2698666639320776,0.5328625928388189,0.009186579801084295,0.3175642748048876
0.04,Brachionus,Mean,2.579985433910335,0.36607784493141154,0.368683400130762,-0.11907288068163169,0.3472813117149628,0.6258895263291029,0.026829161955934364,0.3376796379700341
0.04,Brachionus,Upper,2.6055898988861634,0.3808093430132208,0.3761742461753814,-0.0894187060147861,0.4378340884459061,0.71637415685879,0.05153877119563563,0.36030943743103455
0.04,Chlorella,Lower,0.017267293376835354,0.44053469184357175,0.3180636670956389,-0.20127561151175746,0.12747571640417832,0.6656466935017684,0.019100700811848448,0.0021599592878418263
0.04,Chlorella,Mean,0.017551774241108053,0.4568007835270015,0.325729538890404,-0.1720387992102143,0.19677299952712482,0.7525036669823719,0.050723333490503425,0.002327116435546914
0.04,Chlorella,Upper,0.01784788967681853,0.4731585842573719,0.33392900025379285,-0.14116896856686748,0.2701236136518149,0.8229305399434224,0.0929438747673168,0.002491967752886284
0.07,Brachionus,Lower,8.930110420280123,-0.35493695485410615,0.14937556051236117,-0.09696316388329106,0.0001155381865989439,0.8764058030163898,0.032165243819263355,1.062468717746005
0.07,Brachionus,Mean,9.226212557814929,-0.3430837852542581,0.16711946411960166,-0.06639886000530544,0.000821408186221333,0.9233172525210995,0.07586133929267928,1.1577131003294256
0.07,Brachionus,Upper,9.519060900820476,-0.3302719177043626,0.18419457540073106,-0.03305629850894969,0.002001841864405538,0.9626417536881768,0.12489271487926977,1.2625854728975803
0.07,Chlorella,Lower,0.02058567757934777,-0.0028302497408940297,-0.06746825528037402,0.05459706774775848,0.08255202170896839,0.2979706351199477,0.4293736510220501,0.001788570399409671
0.07,Chlorella,Mean,0.021173526309795264,0.007919620851136006,-0.05582913782032968,0.07558806679097758,0.11277392031412062,0.38051495310293953,0.5067111265829399,0.0019054753844264744
0.07,Chlorella,Upper,0.0217335891013195,0.018295452574076585,-0.042889138846636504,0.09668999658947121,0.14582484174675492,0.46585529774556,0.5784598487531606,0.002023998767066188
0.12,Brachionus,Lower,7.9628991841287835,0.05955611860471197,0.042610586513116035,0.08955919104650774,0.20776216570531614,0.2496656439254566,0.30074430571811356,0.6638272183408231
0.12,Brachionus,Mean,8.232034066688346,0.0809557549526217,0.05302279190063637,0.10172017139769352,0.28050099330593947,0.3402478231982654,0.3792511834957953,0.7101318278685299
0.12,Brachionus,Upper,8.492626617343895,0.10541223808329125,0.06361254665989634,0.11356247335160868,0.35512341004612474,0.42317974570393435,0.4531220575187146,0.7643779032162674
0.12,Chlorella,Lower,0.02183415065203095,0.4403127987437232,0.28486323957379095,0.039428212829884096,0.7634172131961442,0.07247699131990341,0.014262450712719367,0.002492180110029723
0.12,Chlorella,Mean,0.02337756789761836,0.46043958735331153,0.29968353040798124,0.059361532823689896,0.8280954661085324,0.12707767216907281,0.04482686172239467,0.0027734624217200447
0.12,Chlorella,Upper,0.02482556169298367,0.48044125483119815,0.31480334355672757,0.08016975681688336,0.8952848483762127,0.1915326603258779,0.08547477810933701,0.003083878546024448
