Realisation number,Variable,index,Lag-3 AC,Lag-6 AC,Smax,Standard deviation,Lag-1 AC,Coefficient of variation,Variance,Skewness,Kurtosis
1,Chlorella,0,-0.9588367433671302,0.9080808694068364,0.6023391812865496,0.6737295853317953,-0.9069880395847248,0.6427660737053004,0.6737295853317953,-0.022038734745917072,0.5718535608038371
1,Brachionus,0,-0.8869528261793456,0.574524922591221,-0.8362573099415204,-0.1639851860846336,-0.9046809544047114,-0.5134478780887621,-0.1639851860846336,0.7055430757088216,0.8162831643494628
2,Chlorella,0,-0.7599417157428208,0.617145285653573,0.48538011695906425,-0.14394997267925447,-0.7949122700503917,-0.4177645558861029,-0.14394997267925447,0.41642887499241094,-0.45419221662315595
2,Brachionus,0,-0.3978507680165139,0.43670693946937045,-0.43859649122807015,-0.7010503308845851,-0.7181713314310001,-0.8909598688604214,-0.7010503308845851,-0.26501123186206066,-0.4626920041284683
3,Chlorella,0,-0.8270900370347886,0.8375326331127437,0.43859649122807015,0.13205027017181714,-0.8671604638455468,-0.0011535425900066785,0.13205027017181714,0.8105761641673245,0.5549754113290025
3,Brachionus,0,-0.5134478780887621,0.49875538825815074,-0.6140350877192983,-0.6722724789023132,-0.7405136300163926,-0.758727460384919,-0.6722724789023132,-0.27897516847793097,0.5694250500880336
4,Chlorella,0,-0.6963147349887682,0.7919980571914275,0.49707602339181284,0.7598202902070307,-0.7213283953615447,0.6238236901220328,0.7598202902070307,-0.4191002367797948,-0.08457288567785806
4,Brachionus,0,-0.3342237872624613,0.8854957197498635,-0.4619883040935673,-0.2968247222390869,-0.5147835589824541,-0.5702750288385648,-0.2968247222390869,0.5728249650901585,-0.5455042195373688
5,Chlorella,0,-0.8405682715074981,0.8661890595592254,0.8011695906432749,0.8653390808086941,-0.8751745492076984,0.7866553336166597,0.8653390808086941,0.21425535790176675,0.48102726003278495
5,Brachionus,0,-0.7122214801772814,0.8518608463359846,-0.7660818713450293,-0.6020885192155911,-0.7909052273693159,-0.8525893995507257,-0.6020885192155911,-0.41982878999453593,0.6852650112318621
6,Chlorella,0,-0.8409325481148686,0.6764009471191792,0.6491228070175439,0.8404468459717079,-0.78689818468824,0.7902980996903649,0.8404468459717079,-0.07546597049359481,0.514055005767713
6,Brachionus,0,-0.7646773116386377,-0.5124764738024407,-0.06432748538011696,0.4125432578471253,-0.624066541193613,-0.1213648230222816,0.4125432578471253,0.27946087062109165,0.3834011292574829
7,Chlorella,0,-0.9221662315584969,0.4250500880335135,0.7894736842105262,0.8474895270475382,-0.6560014571064295,0.7831339930787445,0.8474895270475382,0.5740392204480603,0.5561896666869043
7,Brachionus,0,-0.920223422985854,0.24351891202719936,-0.7777777777777777,-0.5263189848825208,-0.859024952947605,-0.7615202477080931,-0.5263189848825208,-0.04122396940076499,0.1229433549875539
8,Chlorella,0,-0.9362515937101573,0.7606702689575618,0.7192982456140351,0.6833222026592194,-0.931880274421711,0.6558800315706393,0.6833222026592194,0.4750774087790663,0.3991864489102058
8,Brachionus,0,-0.5813247525954708,0.48467002610649024,0.34502923976608185,-0.09137271568210796,-0.7275210976868436,-0.43379272661040624,-0.09137271568210796,-0.46390625948637004,0.4479995142978569
9,Chlorella,0,-0.6733653087244248,0.6365733713800014,0.6725146198830408,0.6785866067634024,-0.6779794790844514,0.6478659462084877,0.6785866067634024,0.39347944872806756,0.4596563657337139
9,Brachionus,0,-0.3696800437131929,0.297553275453828,0.7309941520467835,0.6662012021128044,-0.27946087062109165,0.47155606824115115,0.6662012021128044,0.3667658308542287,0.7338352255479328
10,Chlorella,0,-0.8943597838625463,0.7766984396818651,0.9181286549707602,0.8966668690425598,-0.7606702689575618,0.864489102058163,0.8966668690425598,-0.3656730010321171,-0.4912270050391598
10,Brachionus,0,-0.7877481634387713,0.08105154513994295,-0.1695906432748538,0.20429846396697227,-0.7362637362637363,-0.10108675854532209,0.20429846396697227,-0.06320199137878697,0.44763523769048635
11,Chlorella,0,-0.8340112925748285,0.7127071823204421,0.9298245614035087,0.8944812093983366,-0.7756056098597536,0.8731103150992654,0.8944812093983366,-0.2991318074191003,0.25772569971465004
11,Brachionus,0,-0.7548418432396334,-0.5039766862971283,-0.5672514619883041,-0.08481573674943842,-0.7299496084026471,-0.5393115172120697,-0.08481573674943842,0.4628134296642584,0.4016149596260094
12,Chlorella,0,-0.9085665715499971,0.8992168052941534,0.9181286549707602,0.8720174852771538,-0.922287657094287,0.8182259729221056,0.8720174852771538,0.00953190455952887,-0.6618298828243581
12,Brachionus,0,-0.602695646894542,0.8002549936251595,-0.1695906432748538,-0.025074373140671485,-0.7952765466577622,-0.667294031934916,-0.025074373140671485,0.7355351830489952,-0.1468641855382187
13,Chlorella,0,-0.953129743184992,0.8953311881488678,0.23976608187134502,-0.01803169206484124,-0.9469370408596929,-0.2500758909598689,-0.01803169206484124,-0.7785198227187178,0.6356019670936799
13,Brachionus,0,-0.8524679740149353,0.2115839961143829,-0.847953216374269,-0.8655819318802745,-0.9209519762005951,-0.9622366583692552,-0.8655819318802745,0.6521158399611439,-0.10800801408536218
14,Chlorella,0,-0.5873960293849797,0.643251775848461,0.8128654970760234,0.9312731467427601,-0.6277093072673183,0.9111165078015907,0.9312731467427601,-0.24084755023981547,0.04765952279764435
14,Brachionus,0,0.17260639912573617,0.44253536518729897,0.6374269005847952,0.6991075223119423,0.15669965393722302,0.5402829214983912,0.6991075223119423,0.7732985246797403,-0.2375690607734807
15,Chlorella,0,-0.845303867403315,0.7462206301985308,0.4502923976608187,0.8037763341630746,-0.8128832493473378,0.7615202477080931,0.8037763341630746,0.6472588185295368,0.15220690911298648
15,Brachionus,0,-0.8493109100843909,0.4597777912695041,-0.8362573099415204,-0.7135571610709732,-0.8043834618420255,-0.8641248254507924,-0.7135571610709732,-0.5612895391900917,0.1297431849918038
16,Chlorella,0,-0.8361969522190518,0.7539918644891022,0.6725146198830408,0.6147167749377694,-0.8654605063444843,0.4991196648655213,0.6147167749377694,0.46621334466638337,0.37162285228583575
16,Brachionus,0,-0.7303138850100176,-0.22336227308603002,-0.25146198830409355,-0.0499666079776577,-0.7428207151964059,-0.38582963997328645,-0.0499666079776577,0.602695646894542,-0.6235808390504525
17,Chlorella,0,-0.8664319106308057,0.7090644162467367,0.7660818713450293,0.7375994171574283,-0.7808269078987312,0.6969218626677192,0.7375994171574283,0.7241211826847187,0.636451945844211
17,Brachionus,0,-0.6532086697832554,-0.3891081294396212,0.4152046783625731,0.19713435735535184,-0.6070669661829883,-0.3392022342298586,0.19713435735535184,-0.25080444417460995,0.4546779187663166
18,Chlorella,0,-0.9271446785258941,0.8788173152814038,0.7543859649122807,0.8903527411814706,-0.8530751016938863,0.8423896545443508,0.8903527411814706,0.5771962843786049,0.087972800679983
18,Brachionus,0,-0.8901098901098902,0.7439135450185175,-0.49707602339181284,-0.24412603970615024,-0.8499180377633417,-0.5207334102361727,-0.24412603970615024,-0.23781191184506104,-0.38412968247222395
19,Chlorella,0,-0.9163378058405683,0.8797887195677252,0.28654970760233917,0.8449395907959445,-0.8846457409993324,0.769655758606035,0.8449395907959445,0.7179284803594197,0.49499119664865526
19,Brachionus,0,-0.7995264404104184,-0.15754963268775427,-0.6608187134502924,-0.6543014996053671,-0.824661526318985,-0.7883552911177222,-0.6543014996053671,-0.35462327727521104,-0.046688118511322936
20,Chlorella,0,-0.9094165503005283,0.9398943597838627,0.894736842105263,0.9307874445995994,-0.9017667415457472,0.9105093801226399,0.9307874445995994,0.497541132900249,0.46232772752109774
20,Brachionus,0,-0.7667415457470708,0.93115172120697,0.20467836257309938,0.5362758788173153,-0.7759698864671241,0.27460384918948455,0.5362758788173153,0.6523586910327243,0.46475623823690126
21,Chlorella,0,-0.9354016149596261,0.7481634387711736,0.8830409356725145,0.9286017849553762,-0.8658247829518549,0.9005524861878454,0.9286017849553762,0.5060409204055614,0.14006435553396882
21,Brachionus,0,-0.8716532086697834,0.4323356201809241,-0.6257309941520467,-0.5623823690122033,-0.8025620788051728,-0.7805840568271508,-0.5623823690122033,0.49972679254447216,-0.45297796126525414
