Dilution rate,Species,,Variance,Lag-1 AC,Lag-2 AC,Lag-10 AC,AIC fold,AIC hopf,AIC null,Smax
0.04,Brachionus,Lower,2.5287164008733742,0.3599350898601067,0.3468854057700546,-0.1428326180825739,0.4548284127066788,0.14999701067203794,8.23702359828474e-05,0.32149325325726763
0.04,Brachionus,Mean,2.6033113352901074,0.3853747981035247,0.365690006677028,-0.1095896343928419,0.6555830172423092,0.34130735372302634,0.0031096290346645603,0.35506987193712697
0.04,Brachionus,Upper,2.685496356877314,0.41303242139009283,0.38613187940014515,-0.07842687428007374,0.8475092206639383,0.5419180448700749,0.006739202654229519,0.38796716710518675
0.04,Chlorella,Lower,0.017769382673442115,0.4453368814103453,0.3081062457552198,-0.24250219262825617,0.05387930797018885,0.5925313763663351,1.3761004051081111e-05,0.0027152946889935346
0.04,Chlorella,Mean,0.018273513229671533,0.4865684574895794,0.3302206132802557,-0.18811888327842594,0.20367742394916788,0.7961826064771746,0.0001399695736574349,0.0030297185194724163
0.04,Chlorella,Upper,0.018781874675312688,0.5263845209817493,0.3490054867329954,-0.13445465405696927,0.39918724878834577,0.945956870461451,0.0003663203091504188,0.0033606604929360922
0.07,Brachionus,Lower,8.413642133577273,-0.37549820220919616,0.15397147370940795,-0.1323815816752104,1.648836069547128e-06,0.8981371383588767,0.0006530011683703024,1.1241136587743386
0.07,Brachionus,Mean,9.03335598191764,-0.3598529337421655,0.17873209894776462,-0.07581237247899184,0.0003067961098270362,0.9606985672574103,0.03899463663276267,1.2930415337741687
0.07,Brachionus,Upper,9.660726422215056,-0.34343317444825294,0.2038888798067801,-0.022456327885533568,0.0008406160634748137,0.9993403990093511,0.10140562908774903,1.4647501582392217
0.07,Chlorella,Lower,0.019449043527885443,-0.01462468788612448,-0.08984989899934835,0.03192482085413848,0.02007746862358619,0.053409156128488844,0.6696828913484688,0.0016959526615862206
0.07,Chlorella,Mean,0.020773863667846483,0.012155560906252458,-0.06555708149584588,0.0754834989450053,0.035904813627543934,0.1603320385482674,0.8037631478241887,0.0018932808123565581
0.07,Chlorella,Upper,0.022211175624634347,0.03959220215465024,-0.0434176089702616,0.11906675567060324,0.053692361076366775,0.3048570166864554,0.9093517858953821,0.002115511170865282
0.12,Brachionus,Lower,7.403494186366658,0.03844676662428798,0.034948028329209666,0.06863069518620372,0.2826459691878987,0.011844357002565779,0.2963382918636601,0.6591770995227134
0.12,Brachionus,Mean,7.952612259870939,0.07521954000765732,0.0648411088788505,0.09140329820464901,0.4510429147818993,0.08132474009966772,0.467632345118433,0.7685949502856122
0.12,Brachionus,Upper,8.457108987495504,0.11142410659220926,0.09184432442806736,0.10970995315037059,0.6277795228833698,0.18106296587355444,0.637957788873123,0.8995828023181989
0.12,Chlorella,Lower,0.019397876198912697,0.4084750618797822,0.2562816407385543,-0.0011058467646054625,0.525385192030469,0.04791537779432678,0.036030037486885776,0.0017955617346366113
0.12,Chlorella,Mean,0.022432273095911795,0.455549246824848,0.29710505358775724,0.043723906089842834,0.6923088571752383,0.18800069752347187,0.11969044530128987,0.0023639155238083954
0.12,Chlorella,Upper,0.025522187480193338,0.49385265774249176,0.32789783219539315,0.09323806294466967,0.853995581575472,0.3675425604289791,0.22607174159184368,0.002896249107060773
0.32,Brachionus,Lower,28.316686020359985,-0.12514243356948618,-0.045659682231339545,-0.19970459203131574,0.004374087126255893,0.23906782378155408,0.3966895485582471,2.3529734021668682
0.32,Brachionus,Mean,31.904442465125392,-0.0813918082250077,-0.00554177732933198,-0.15679734923104233,0.015999322974593586,0.4088563437128764,0.5751443333125301,2.8399133851313536
0.32,Brachionus,Upper,35.31295496932653,-0.04667626330937673,0.0315948775158793,-0.1145161822621136,0.032319246738497495,0.5813208184219771,0.7310856660650608,3.333693382783453
0.32,Chlorella,Lower,0.016884628761870385,0.26155634245184906,-0.0305956924873802,-0.09357625117520231,0.3153916240565351,0.14927688716213175,0.03581829913057137,0.0016423416175131403
0.32,Chlorella,Mean,0.017548502810571354,0.28270204076624667,-0.007757031105127823,-0.07295497232825283,0.5090311522615448,0.34521379135377467,0.1457550563846804,0.0019464078008228762
0.32,Chlorella,Upper,0.018147018173169677,0.3039013685439795,0.014206357425847936,-0.05063497376205844,0.6933888322085989,0.5439330358782727,0.2794247207455939,0.0022568513239727525
0.64,Brachionus,Lower,12.914879858743491,0.6838313804304328,0.6399976766388231,0.08671113498662925,0.17384979757592867,0.4022996998673546,3.281825773116884e-10,2.981645898580061
0.64,Brachionus,Mean,14.442520331810659,0.7091718924333479,0.6674397594682049,0.14433240892279292,0.3738646449351311,0.626135235170745,1.1989412391338122e-07,3.6201531906224873
0.64,Brachionus,Upper,16.063105955740383,0.7301326858233925,0.6927499833389862,0.196587866311662,0.5744905447130083,0.8499539276105244,2.8637620819170194e-07,4.314777742491493
0.64,Chlorella,Lower,0.3081142761710275,0.7715173285058256,0.6630651905997655,0.016160961525361017,0.19904836646573087,0.39886959802039357,1.0959968623502115e-16,0.06653006646012183
0.64,Chlorella,Mean,0.3529103012710848,0.8035804556163297,0.7071053303954632,0.0737142701201611,0.3990255050911756,0.6009744709874881,2.3921336106126605e-08,0.08453888778911647
0.64,Chlorella,Upper,0.3958435000353281,0.8330126735107254,0.74038099571689,0.13531313896224034,0.5999322761400673,0.8009742948078318,7.176037188474944e-08,0.10156660757566341
