Dilution rate,Species,Sample,Variance,Lag-1 AC,Lag-2 AC,Lag-10 AC,AIC fold,AIC hopf,AIC null,Smax
0.04,Brachionus,1,2.570397570740802,0.4763836718260786,0.4214280962779166,-0.26034608583655505,4.604883635937738e-07,0.9999995395116099,2.635861112645968e-14,0.41033977790505505
0.04,Brachionus,2,2.6347809198229153,0.3500140002964149,0.3644607770121924,-0.1099981153140234,0.9999968316770192,9.996105077570768e-12,3.1683129844736395e-06,0.2781653719440338
0.04,Brachionus,3,2.72086920115479,0.42873999228147436,0.3803066455437164,-0.1495126816105227,1.1089205295368705e-09,0.9999999988910788,5.911644118339182e-16,0.41083856638208266
0.04,Brachionus,4,2.629252958905273,0.3902188843755731,0.43348028434205804,-0.11580858964942606,1.0,7.965421379641399e-19,5.885723029852189e-18,0.4816022561918172
0.04,Brachionus,5,2.690006700071437,0.39997574290299986,0.358932655209441,-0.2228265001777371,0.9909090522528865,1.3360021303589393e-08,0.009090934387092223,0.3282104180121764
0.04,Brachionus,6,2.7018256974212,0.37255603876134447,0.24987325799994006,-0.028493066710911903,0.9798214671966481,8.905301469256252e-10,0.02017853191282183,0.19221364496839977
0.04,Brachionus,7,2.3971625855913326,0.3234124881408769,0.3228254395871625,-0.12095848217101333,0.9643649770000311,0.004247786183177983,0.03138723681679106,0.3207313901277658
0.04,Brachionus,8,2.5835611824192117,0.44629498603893236,0.4232920992256779,-0.1281993509964068,0.00010307244082741464,0.9998969274557005,1.0347212287223825e-10,0.42605253558241046
0.04,Brachionus,9,2.553961342927122,0.37244040524469985,0.36858315148410464,-0.1143210952731536,8.723213945311865e-08,0.9999999127671001,7.604659564108352e-13,0.4497433361702863
0.04,Brachionus,10,2.7696537739478133,0.401330700173251,0.36533317686276406,-0.12548989453827997,5.184754062988984e-10,0.9999999994815163,8.273436552701382e-15,0.45031152970868965
0.04,Brachionus,11,2.6911263096814055,0.4138237673525917,0.4032410952314641,-0.07225624605723562,0.9999834351880778,1.974567721294209e-06,1.4590244200784053e-05,0.3415003479819371
0.04,Brachionus,12,2.3444078097231613,0.36084202018474526,0.3714516151068717,-0.10741448596511792,0.999963283708983,3.1879155501028125e-11,3.6716259137833634e-05,0.28080830325108735
0.04,Brachionus,13,2.5843517260998348,0.4947874581542373,0.44424780283434756,-0.17297772554045823,0.9999999926724445,8.734649598876349e-10,6.454090569873991e-09,0.3512973108347346
0.04,Brachionus,14,2.3562997410178874,0.34384505772484025,0.35050447037042576,-0.16427947696521347,5.582710976346094e-07,0.9999994417232366,5.66569522977482e-12,0.43538308859808766
0.04,Brachionus,15,2.4167201721747613,0.3439656850274988,0.34487838831972045,-0.044285586716315765,0.9999999983096244,2.0149712963841153e-10,1.4888785418150725e-09,0.2887625965863803
0.04,Brachionus,16,3.1165924062728974,0.4767321666507799,0.31482182138258635,-0.1425697403441379,0.17802156474005024,0.8219783781428773,5.7117072347801056e-08,0.3602700265961254
0.04,Brachionus,17,2.330848770980222,0.4147745904714383,0.35006189219723893,-0.15399014688996812,0.9998251731234411,2.0839788961890893e-05,0.0001539870875969051,0.3029820993537799
0.04,Brachionus,18,2.5404061556547406,0.2592895581381519,0.36991776655249436,0.06499310472898234,0.9988343785113395,3.8882074916128926e-08,0.0011655826065858127,0.29363643830589475
0.04,Brachionus,19,2.8373350784233606,0.35265482011577787,0.3174022690787898,0.0031060978670993575,0.9998546442785463,4.895922381780591e-10,0.0001453552318614229,0.3322887603455419
0.04,Brachionus,20,2.59666660277198,0.2854139282087886,0.35875742892164664,-0.026164619696443087,0.9999813661272668,2.221208489381041e-06,1.641266424388165e-05,0.36625963989625276
0.04,Chlorella,1,0.02079966694596183,0.5486288970126888,0.32896894764073487,-0.1802775773466094,7.351647517067788e-10,0.9999999992648352,9.529935291729773e-17,0.003262995828796364
0.04,Chlorella,2,0.017409400544579515,0.4770506873281345,0.35187688016863444,-0.030299697076455287,9.417308070004581e-07,0.9999990582683072,8.858358012327211e-13,0.0024247371937572656
0.04,Chlorella,3,0.018333547854433873,0.5002825792707943,0.36587236819514274,-0.19378193893092113,2.5861721205385924e-15,0.9999999999999973,6.845426391294395e-20,0.003707712236918415
0.04,Chlorella,4,0.016754973965375227,0.5621180632357716,0.31047966433684226,-0.12028415430051095,0.0004985900797467365,0.9995014098252918,9.496161643793546e-11,0.002398130598331886
0.04,Chlorella,5,0.018007244188079183,0.3858433283648099,0.371961177018074,-0.17417393895179245,0.9995898589783708,4.888987561453476e-05,0.0003612511460147589,0.0031702692495580447
0.04,Chlorella,6,0.017173201259699174,0.47819903432774746,0.31347629832170737,-0.2735326071416875,2.1846919449486507e-06,0.9999978153019214,6.1338074631387986e-12,0.0026931747849230016
0.04,Chlorella,7,0.01833354785443387,0.5035981848514656,0.3831860682043183,-0.20243346639156623,2.315109511980815e-13,0.9999999999997684,8.1463065577825125e-19,0.003528761212826329
0.04,Chlorella,8,0.019600021215697174,0.5369943930619864,0.32737473232347303,-0.06740217728731433,0.0019633008290437927,0.998036699168293,2.663355842764195e-12,0.0029824094716622454
0.04,Chlorella,9,0.019354517273856568,0.6186832471449404,0.4115803182922765,-0.12805046915940937,1.8028680867454886e-12,0.999999999998197,3.249696163797892e-16,0.0038158540806143165
0.04,Chlorella,10,0.018382747842548428,0.4624432392683648,0.3555057054350858,-0.23053450964392938,4.51245521703732e-06,0.9999954874360227,1.0876038013175949e-10,0.002697622618218215
