Variable,Delta,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-4 AC,Coefficient of variation,Skewness,Kurtosis,AIC fold,AIC hopf,AIC null,Coherence factor,Params fold,Params hopf,Params null,Smax
Chlorella,0.08,4.91631726201492,4.680032910317784,0.23628435169713669,0.07340634470437657,0.005388491442857754,0.7950318031715213,0.4135500408923448,-0.06647705463434085,0.015685030006690373,0.1971431054468552,-0.1219318138334473,0.0001781026270104869,0.999821897372989,4.603152580135532e-16,0.0005186983505793855,"{'sigma': 0.049834698416116534, 'lam': -0.7283014200497826}","{'sigma': 0.016004630304680356, 'mu': -0.12609066006472514, 'w0': 0.3725358787840943, 'delta': 7.299338911082032e-11, 'psi': 0.2}",{'sigma': 0.03518433478317178},0.001037396701158771
Brachionus,0.08,2.6128426186994465,2.7089623925732957,-0.09611977387384929,0.028900992015884124,0.0008352673395021978,0.7377642401368163,0.4659762984519467,0.03854724992345615,0.010668637603781471,-0.15072641408048432,-0.03933327261673062,3.4001159284379748e-09,0.999999996599884,1.3009931246220474e-20,8.536402044592579e-05,"{'sigma': 0.01791272984739876, 'lam': -0.6450608333322414}","{'sigma': 0.00623248586787617, 'mu': -0.12285133919688818, 'w0': 0.36296527915496124, 'delta': 2.433013790437144e-10, 'psi': 0.2}",{'sigma': 0.013818771685409126},0.00017072804089185157
Chlorella,0.09,4.799654301770686,4.794721185071778,0.004933116698907725,0.07081018217164707,0.0050140818991818445,0.7280807103310716,0.23687540834916967,-0.21910494119785193,0.014768352976951952,-0.2543255622905618,0.045746197739831025,0.9999152066501745,8.479333908172396e-05,1.0743586924827417e-11,0.0003621396281421436,"{'sigma': 0.05542116990871376, 'lam': -0.9257184377121894}","{'sigma': 0.022084487462120883, 'mu': -0.23128241481538536, 'w0': 0.6833257721610226, 'delta': 1.375708436057721e-10, 'psi': 0.2}",{'sigma': 0.03421789191625765},0.0007242792562842872
Brachionus,0.09,2.9796703757774163,2.9674924896866934,0.0121778860907229,0.02701477569931005,0.0007297981060840328,0.694387586833782,0.36881332127284044,-0.04488211216803254,0.00910359187034096,0.3229553551146002,0.200598710164919,3.094172999949337e-06,0.999996905827,5.920040877223265e-18,6.83631876671768e-05,"{'sigma': 0.018047742068869527, 'lam': -0.727921573560669}","{'sigma': 0.00581459706625731, 'mu': -0.12602830824532396, 'w0': 0.37235166006767617, 'delta': 3.1314129067538943e-10, 'psi': 0.2}",{'sigma': 0.01310124328741123},0.0001367263753343536
Chlorella,0.09999999999999999,4.90857594394424,4.911518293118222,-0.0029423491739821728,0.06834601506501327,0.00467117777526702,0.6818900647001116,0.12210552986931052,-0.2697595397326683,0.013915458000420487,-0.09985911720948676,0.24234214462951842,0.00015887148656652014,0.9998411285120041,1.429387767963166e-12,0.0004173720343696671,"{'sigma': 0.061197127579265, 'lam': -1.1398882511242623}","{'sigma': 0.024410686895629308, 'mu': -0.2666774424018945, 'w0': 0.7879006694427957, 'delta': 1.0933574046134709e-09, 'psi': 0.2}",{'sigma': 0.03335551308169894},0.0005564960458262229
Brachionus,0.09999999999999999,3.1977526223224606,3.2106069020149697,-0.012854279692509074,0.02448416347611558,0.0005994742611251522,0.6545707130148992,0.32671082541480906,-0.07783603965537875,0.0076260230240887995,0.07197337792466175,0.4275582475226547,0.9999999849212622,1.5077613775506987e-08,1.1240429173458096e-12,4.467814768258865e-05,"{'sigma': 0.017695730316760815, 'lam': -0.8414251309839496}","{'sigma': 0.00737359251892622, 'mu': -0.22409105004411445, 'w0': 0.66210768188822, 'delta': 2.8855457901322268e-05, 'psi': 0.2}",{'sigma': 0.011863036005150708},8.93562953651773e-05
Chlorella,0.11,4.949349665883154,5.029937664367436,-0.08058799848428233,0.07527821339899059,0.005666809412543967,0.6405992613116148,-0.01640736182796567,-0.3398583828959491,0.014966012184671107,-0.007443311019614907,-0.059248109454312775,4.505687223341304e-16,0.9999999999999996,2.5311797676292917e-21,0.00043450073300026703,"{'sigma': 0.07459372614587838, 'lam': -1.3480159266138037}","{'sigma': 0.029566662335329674, 'mu': -0.29198402742603835, 'w0': 0.8626691792322163, 'delta': 9.472422846101836e-13, 'psi': 0.2}",{'sigma': 0.036613876281276526},0.0007241678883337785
Brachionus,0.11,3.424629817962064,3.438105147294566,-0.013475329332502284,0.02404608185227421,0.0005782140524462711,0.6153580235132754,0.23945839444255204,-0.11330746415425429,0.0069939983145087346,0.06849480243251137,-0.17537502241359218,0.9953637526025703,0.0046362473958393435,1.590445515539743e-12,3.8385274657797034e-05,"{'sigma': 0.018896367058753114, 'lam': -0.9710146506338226}","{'sigma': 0.006184316980391902, 'mu': -0.18187859570609133, 'w0': 0.5373617884616407, 'delta': 1.0356016044710259e-09, 'psi': 0.2}",{'sigma': 0.011653735512919568},7.677054931559407e-05
Chlorella,0.12,5.124991456932255,5.150343491247604,-0.025352034315348604,0.08183685705677238,0.0066972711729305955,0.6012443099531588,-0.11973471957560726,-0.3265380114262324,0.0158895986709852,0.03397628362352213,-0.07071167432074975,2.0034171662648626e-19,1.0,9.105036801179134e-23,0.0015503037487967007,"{'sigma': 0.08545782428317904, 'lam': -1.5062118949158778}","{'sigma': 0.031234105216306762, 'mu': -0.2767144539492008, 'w0': 0.9638909884653961, 'delta': 0.14633588802328856, 'psi': 0.2}",{'sigma': 0.03915982563206906},0.001033535832531134
Brachionus,0.12,3.653016711875854,3.651210461012967,0.0018062508628866603,0.023602461114925366,0.000557076170681564,0.5955090163594081,0.17881591388981252,-0.08388903569263302,0.006464278276627563,0.08225222228375015,-0.05860167907431107,0.9999993419099303,6.580893982306503e-07,6.714100150183615e-13,3.350886846495572e-05,"{'sigma': 0.018773657803789732, 'lam': -1.0290875086374984}","{'sigma': 0.0055857654474487095, 'mu': -0.17556883895610653, 'w0': 0.5187195599313166, 'delta': 4.3005154992670214e-11, 'psi': 0.2}",{'sigma': 0.011221681100635574},6.701773692991143e-05
Chlorella,0.13,5.255851201018702,5.270778000079989,-0.014926799061287355,0.09558512912265853,0.009136516909395303,0.56347069721273,-0.25380356637964907,-0.3752162379288326,0.01813491251338955,0.12792474171552987,0.08836052592629505,2.9426507346662234e-27,1.0,1.3805572055834087e-28,0.0036435678272966595,"{'sigma': 0.10889167772756889, 'lam': -1.6936956743188265}","{'sigma': 0.026365880410395448, 'mu': -0.15368475299753226, 'w0': 1.0384069158041953, 'delta': 0.5843440655261105, 'psi': 0.2}",{'sigma': 0.04619979625259268},0.002082038758455234
Brachionus,0.13,3.8357147931515936,3.851165028373973,-0.015450235222379316,0.023224034621190395,0.0005393557840862501,0.5642688593352487,0.12339968734029637,-0.12276940864324876,0.006030395643172353,-0.03239037219593395,-0.09770006659454245,0.9999998810191213,1.1860799713854281e-07,3.7288178512490696e-10,3.259419768170227e-05,"{'sigma': 0.01982755744501788, 'lam': -1.1239168103782613}","{'sigma': 0.008136684249044901, 'mu': -0.30523787833671223, 'w0': 0.9018277894211405, 'delta': 8.521117145221524e-11, 'psi': 0.2}",{'sigma': 0.01122669526643013},6.518839536340454e-05
Chlorella,0.14,5.233926898351596,5.393320329403304,-0.15939343105170778,0.12675007175015346,0.016065580688669052,0.5215461336712686,-0.396055559896399,-0.4137637373025544,0.023501298868428864,0.1459869559318833,-0.1505984279593309,8.423720424698481e-44,1.0,3.6442593590282097e-44,0.008831930139473856,"{'sigma': 0.15339565091123994, 'lam': -1.9136677748342508}","{'sigma': 0.027379948855787983, 'mu': -0.09417693001592276, 'w0': 1.045166635834999, 'delta': 0.7669201316150505, 'psi': 0.2}",{'sigma': 0.0600098944561148},0.005046817222556489
Brachionus,0.14,3.9996911603535072,4.036274389217652,-0.036583228864144335,0.023782745069916237,0.0005656189630606251,0.4784978902742615,-0.1086767902674708,-0.16752095119792315,0.005892253130160679,-0.14623520197441453,-0.043982044564535694,2.9501697175924866e-08,0.9999999704738898,2.4413077489805237e-11,0.0001684548227967131,"{'sigma': 0.02519357970553337, 'lam': -1.5882231850395478}","{'sigma': 0.00696376099898921, 'mu': -0.21078015086423085, 'w0': 1.0595658514892476, 'delta': 0.43681418473806266, 'psi': 0.2}",{'sigma': 0.011392065708144371},9.625989874097891e-05
Chlorella,0.15000000000000002,5.602634210547879,5.528781291296404,0.07385291925147452,0.475782031693327,0.22636854168223,0.48774124859131357,-0.5058226867079197,-0.4661265724584973,0.08605503982898066,0.29777968392999127,-0.1158513042758307,6.389247167414204e-47,1.0,7.193966754878522e-47,0.16698659166642285,"{'sigma': 0.6067593850946466, 'lam': -2.0771474193729844}","{'sigma': 0.07337306479310834, 'mu': -3.2843303418017555e-05, 'w0': 1.0324871107697169, 'delta': 1.0323900749631605, 'psi': 0.2}",{'sigma': 0.22448345799145666},0.09542090952367019
Brachionus,0.15000000000000002,4.26932711056045,4.207028409585704,0.06229870097474599,0.05930239362954368,0.0035167738901933435,0.48639526440933933,-0.45360216654432955,-0.4189454664573986,0.014096039323524103,-0.08809150757436912,-0.20066951094039617,5.474002686858095e-47,1.0,5.384975459435872e-47,0.0024416272312927875,"{'sigma': 0.07452856036684638, 'lam': -2.0470240101537875}","{'sigma': 0.008769703184227984, 'mu': -0.00015392257189805747, 'w0': 1.0333148273641029, 'delta': 1.0328600618759527, 'psi': 0.2}",{'sigma': 0.027904610526350036},0.0013952155607387356
Chlorella,0.16,5.116315081485588,5.920064914877513,-0.8037498333919251,2.506428417819549,6.2821834136534065,0.46155958018808957,-0.43463856641241166,-0.5914102420274172,0.4233808287123174,0.6057049718956778,-1.0563627335206487,8.25770302029369e-39,1.0,8.764883875116872e-39,6.940246620710957,"{'sigma': 3.2344536389404803, 'lam': -2.0721181434298015}","{'sigma': 0.39825402009225086, 'mu': -3.482125747278353e-05, 'w0': 1.0166397283540294, 'delta': 1.0165368486661621, 'psi': 0.2}",{'sigma': 1.2044511060100234},2.313415540236987
Brachionus,0.16,3.9335662413374943,4.316420761230689,-0.38285451989319474,0.30995004959713945,0.09606903324526922,0.522862636208577,-0.432027294552633,-0.6214838419342532,0.07180706477724519,0.014461331393511365,-1.4767471969916415,2.566060942249728e-43,1.0,2.575027988872429e-43,0.1128828287751454,"{'sigma': 0.3874711291813803, 'lam': -1.962418384168439}","{'sigma': 0.05078710349471893, 'mu': -1.3784351674095419e-05, 'w0': 1.0166461761914996, 'delta': 1.016605450212583, 'psi': 0.2}",{'sigma': 0.14871743924748076},0.037627609591715155
Chlorella,0.17,3.60575165611682,6.492281547903333,-2.8865298917865125,4.242273141164136,17.996881404242625,0.4623933234876001,-0.32994154211104354,-0.6710508236433756,0.6534361519197142,0.8601328461443846,-0.6283153569798606,6.366072086758403e-31,1.0,6.088320687837095e-31,23.120981599225317,"{'sigma': 5.286121998472747, 'lam': -1.9784953273777721}","{'sigma': 0.8001049441118344, 'mu': -0.07752936083658768, 'w0': 0.918035978611049, 'delta': 0.6889748526692687, 'psi': 0.2}",{'sigma': 2.037488184389603},7.706993866408443
Brachionus,0.17,3.836116244284442,4.3903001167619715,-0.5541838724775294,0.534272725720762,0.28544734544909256,0.580782807371684,-0.2989529325441727,-0.8100760919422503,0.12169371503549535,0.029576510038955565,-1.4741209721834196,4.827937727480182e-38,1.0,4.2020607249486897e-38,0.417340195714653,"{'sigma': 0.6287435137692624, 'lam': -1.7830917175803875}","{'sigma': 0.10555367869120613, 'mu': -0.07533355081387882, 'w0': 0.9161156234228944, 'delta': 0.693542036017851, 'psi': 0.2}",{'sigma': 0.256327713064392},0.13911339857155108
Chlorella,0.18000000000000002,39.410845467583485,11.262284056670467,28.148561410913018,14.478367718261216,209.62313178518852,0.6820666179047286,0.15450202347295283,-0.5009621250089111,1.2869658244953854,1.1299655421608419,-0.1628970164246766,1.6057242814347551e-22,1.0,4.3695027088160995e-24,61.81105171212714,"{'sigma': 13.207768459561821, 'lam': -1.199806257793311}","{'sigma': 2.4213431507706824, 'mu': -0.05561463687374313, 'w0': 0.561484175951176, 'delta': 0.397170279851945, 'psi': 0.2}",{'sigma': 6.936642238735378},61.81105171212714
Brachionus,0.18000000000000002,2.346011179201101,4.11130314099564,-1.7652919617945395,1.7692350851345697,3.130192786471128,0.7818537388048112,0.2838713729270796,-0.6078671491139794,0.4302416428545471,0.462474151652977,-1.0026090314473979,6.401983064544927e-35,1.0,2.377814952198406e-36,1.1156396328971816,"{'sigma': 1.5519968511168483, 'lam': -1.0792532760869666}","{'sigma': 0.28650801395500647, 'mu': -0.03256819073215511, 'w0': 0.5590164985326155, 'delta': 0.4627935146398665, 'psi': 0.2}",{'sigma': 0.8512940865820584},1.1156396328971816
Chlorella,0.19,58.509716623332615,15.33482477686723,43.174891846465385,21.062200789307262,443.6163020890955,0.769488058382078,0.3684512031377565,-0.3520593420520975,1.3735681228616987,0.9860493268382183,-0.7096336866760372,8.808375342404558e-23,1.0,2.7122789084490856e-25,227.02792075665812,"{'sigma': 16.72049028517995, 'lam': -0.9316276082346451}","{'sigma': 4.369305447835847, 'mu': -0.1003271001900976, 'w0': 0.4622971992991947, 'delta': 0.16587996737520427, 'psi': 0.2}",{'sigma': 10.100955281436955},151.35194717110545
Brachionus,0.19,1.1332418687956307,3.897004850178398,-2.763762981382767,2.5528949171748225,6.517272458137044,0.8197852158488885,0.42579606763198075,-0.3074675923825317,0.6550630787969616,0.748719568785678,-0.6812839739857183,1.595570026231125e-30,1.0,7.231457068051573e-33,3.7272642852334594,"{'sigma': 1.9903288829450048, 'lam': -0.8803460351991466}","{'sigma': 0.5362327243200584, 'mu': -0.09574205860308971, 'w0': 0.4605829825605565, 'delta': 0.177712293224781, 'psi': 0.2}",{'sigma': 1.2286594799234916},2.484842856822307
Chlorella,0.2,8.70110332177882,16.172733650520843,-7.471630328742023,21.904264825991056,479.79681756714905,0.7741587637103141,0.37206862746873204,-0.3623886786735272,1.3544321824109498,0.9270820221501567,-0.8613027756813761,2.541939285941386e-22,1.0,1.2075103954232045e-24,254.95914504703467,"{'sigma': 17.4102008016272, 'lam': -0.9311422360566448}","{'sigma': 4.398241616923326, 'mu': -0.09506106666709946, 'w0': 0.4607693946177629, 'delta': 0.17991070148487087, 'psi': 0.2}",{'sigma': 10.51042084701249},169.97276336468983
Brachionus,0.2,9.019229085999337,3.910612091520068,5.108616994479268,2.6661443629632138,7.108325764160521,0.8160604297767542,0.41948321565296903,-0.3096486431754131,0.6817712721252701,0.78097711811624,-0.656583077202903,6.67385819266644e-30,1.0,4.1514832639537044e-32,4.141412580733162,"{'sigma': 2.072141075585546, 'lam': -0.8820368154621643}","{'sigma': 0.5326690045824438, 'mu': -0.08921063074097901, 'w0': 0.4544888594719761, 'delta': 0.19091532677413525, 'psi': 0.2}",{'sigma': 1.2785543839851643},2.7609417204887756
Chlorella,0.21000000000000002,0.14516316346922184,16.676091227322086,-16.530928063852866,22.78500225726017,519.1563278633511,0.7701536174709498,0.3768473564675526,-0.3539961535350312,1.366330059488791,0.9429443905115159,-0.8471898834304582,9.092513957402101e-23,1.0,4.236595813806308e-25,277.45593845424963,"{'sigma': 18.133144501924306, 'lam': -0.9282825805913557}","{'sigma': 4.606534893864148, 'mu': -0.09547269252928614, 'w0': 0.4610397154528644, 'delta': 0.17896487036873965, 'psi': 0.2}",{'sigma': 10.981249051712274},184.9706256361665
Brachionus,0.21000000000000002,2.260718882821961,3.9314954971377754,-1.6707766143158143,2.76452951548656,7.6426234419963555,0.8144028265342305,0.4167045594926742,-0.30858758478094644,0.7031793794972129,0.7980874571019253,-0.6326430907674163,1.5512489315815776e-29,1.0,9.423928383215602e-32,4.42789939705077,"{'sigma': 2.1554910914978116, 'lam': -0.8865293809609445}","{'sigma': 0.5566702530151941, 'mu': -0.09057726460139093, 'w0': 0.45664370293758527, 'delta': 0.18903243940541015, 'psi': 0.2}",{'sigma': 1.3268613498022044},2.951932931367181
Chlorella,0.22,0.1482224781791806,17.657840226592477,-17.509617748413294,23.71605610515737,562.4513171829723,0.7790473617540346,0.39059718195311527,-0.3477713122062774,1.3429963386420154,0.8897234077385999,-0.9602856761597454,9.823235905356003e-23,1.0,4.442594079625637e-25,301.98651883723664,"{'sigma': 18.66957489835361, 'lam': -0.9129654362491761}","{'sigma': 4.706374300803028, 'mu': -0.09175310764282152, 'w0': 0.4508597745174921, 'delta': 0.17977447317442108, 'psi': 0.2}",{'sigma': 11.393504806922731},201.32434589149116
Brachionus,0.22,8.037663097812006,3.9086738044183,4.1289892933937065,2.8867430289087213,8.333285314953098,0.8127120762543423,0.41643514043620705,-0.2995644011623987,0.7385926961706275,0.8411699730786777,-0.5570882087349567,1.6148431550754453e-28,1.0,9.241005777770712e-31,4.764601778066825,"{'sigma': 2.2361748194629407, 'lam': -0.882096781291871}","{'sigma': 0.5648442615597591, 'mu': -0.0861791133270442, 'w0': 0.44626213322194946, 'delta': 0.1916452433321365, 'psi': 0.2}",{'sigma': 1.3816871067582817},3.1764011853778844
Chlorella,0.23,0.013913763172197982,18.14148389669549,-18.127570133523292,24.42668319352121,596.6628518366515,0.7831085447372269,0.3995642895573952,-0.33812107654400325,1.3465156796102498,0.893341749409889,-0.9525713313128943,2.857582496250925e-23,1.0,1.0945346677262247e-25,318.3424420407668,"{'sigma': 19.076751783436258, 'lam': -0.9018983847877475}","{'sigma': 4.79860528268674, 'mu': -0.08952190352581324, 'w0': 0.44487209478022105, 'delta': 0.18037890411280855, 'psi': 0.2}",{'sigma': 11.717323391125074},212.2282946938446
Brachionus,0.23,4.862904730682447,3.9002037132497986,0.9627010174326487,2.968106757764079,8.809657725484794,0.8127966550143505,0.417419028444993,-0.291320965248115,0.7610342495741137,0.8599238478949484,-0.5159739416685651,1.862635181704669e-28,1.0,8.592760177637946e-31,4.958462433798231,"{'sigma': 2.296342442585193, 'lam': -0.8795662267959359}","{'sigma': 0.5844159423930095, 'mu': -0.08687481727224955, 'w0': 0.4441233591183124, 'delta': 0.18745100627496414, 'psi': 0.2}",{'sigma': 1.4215369876564279},3.3056416225321548
Chlorella,0.24000000000000002,51.30823021410942,18.66797972847136,32.64025048563806,24.90638852156173,620.328189186982,0.7813634629502437,0.3988055459273789,-0.3384447378008807,1.3341745881150233,0.8653419729688312,-1.0090347326710285,4.269974082656128e-24,1.0,2.1438773937228847e-26,340.0946888810139,"{'sigma': 19.600073200374467, 'lam': -0.9081909844466476}","{'sigma': 4.97964719161285, 'mu': -0.09205896791932, 'w0': 0.45379330657911177, 'delta': 0.18180433856628353, 'psi': 0.2}",{'sigma': 11.987480595924387},226.72979258734267
Brachionus,0.24000000000000002,1.0109326964124923,3.8957845241995823,-2.88485182778709,3.020937829553301,9.12606537002621,0.8099431873739683,0.41183893681284184,-0.299263401191663,0.7753810004733408,0.8780538165979597,-0.4830970670022329,1.8297928772506138e-28,1.0,9.995544027370296e-31,5.214741168880715,"{'sigma': 2.3571483796718113, 'lam': -0.8886824683721182}","{'sigma': 0.6060817350425693, 'mu': -0.09045614891843168, 'w0': 0.45416991974248366, 'delta': 0.1869164934787768, 'psi': 0.2}",{'sigma': 1.451360631597981},3.4764941125871442
Chlorella,0.25,0.0027003730901956438,19.05345807870564,-19.050757705615442,25.05442892256294,627.7244086357584,0.7763170740000076,0.38277366489525794,-0.3680980526765111,1.3148902208086781,0.8304893215969513,-1.083060199431106,1.1472577634746272e-24,1.0,9.47183276170694e-27,350.9381951694304,"{'sigma': 19.865219528403884, 'lam': -0.9293365878896651}","{'sigma': 4.902518548031227, 'mu': -0.09081424706072427, 'w0': 0.47070479343693444, 'delta': 0.20239336330493707, 'psi': 0.2}",{'sigma': 11.996595980560192},233.95879677962034
