Dilution rate,Species,Sample,Variance,Lag-1 AC,Lag-2 AC,Lag-10 AC,AIC fold,AIC hopf,AIC null,Smax
0.04,Brachionus,1,2.825691148667818,0.4961515071700357,0.45721642586484135,-0.18945090079848662,0.9985960040768954,0.00016736007095416583,0.001236635852150452,0.31433914548922415
0.04,Brachionus,2,2.3186308830006053,0.47198102813101994,0.39871515000140756,-0.0687366043442421,0.029978189780981646,0.9700218089371602,1.2818581992931787e-09,0.29187330368699577
0.04,Brachionus,3,2.619329987682432,0.29325216707177354,0.23062875954048412,-0.041904135294492224,0.028872950127992854,0.9711171488781148,9.900993892203135e-06,0.34552565519746464
0.04,Brachionus,4,2.4918059234206287,0.29914949725823253,0.2519503575020306,-0.013819558399143403,0.01732472082595889,0.9803951793117774,0.0022800998622636947,0.31253654712096157
0.04,Brachionus,5,2.6360784380212454,0.31642722151382785,0.2602039547485982,0.009952213870728716,0.9929963667448,0.006235788465685699,0.0007678447895145739,0.28559465305967097
0.04,Brachionus,6,2.548769459852345,0.2567056345612152,0.25205807079689474,-0.28487760962325837,0.9886964246276139,0.011269073945584223,3.45014268017746e-05,0.31195398878855957
0.04,Brachionus,7,2.776858798055866,0.4449116762633241,0.3490148422185123,-0.39006528446221533,1.997073185151971e-06,0.9999980029268108,3.934432842610501e-15,0.5744152839756408
0.04,Brachionus,8,2.6280455311829303,0.32767706169680594,0.38658801014222854,0.028569191091322017,0.46341909095681333,0.5365807515696106,1.574735760344573e-07,0.3728901177034854
0.04,Brachionus,9,2.3745151018398394,0.25339786252390173,0.27284621454383257,0.2159499048412996,0.023052272263551363,0.11645478200931177,0.860492945727137,0.15685167856688184
0.04,Brachionus,10,2.8540362361826883,0.4127967035140424,0.38929168020984983,0.0182920935395919,0.003310275504775432,0.9966897229391117,1.556112747332284e-09,0.3411081221575174
0.04,Brachionus,11,2.7638243962524878,0.415300249260103,0.3215652518817355,-0.2512363954103229,9.298034307762184e-09,0.9999999907017748,1.909234750951946e-13,0.4898408654952639
0.04,Brachionus,12,2.552379310882402,0.3526227530057256,0.28995694230432856,-0.05931625537687425,1.912311179573138e-07,0.9999998013429031,7.425978790487719e-09,0.4419139869866018
0.04,Brachionus,13,2.596455813728055,0.45113154154744045,0.4125734240124945,-0.12854569537221625,0.9727828863554326,0.027217111949009356,1.6955580400006206e-09,0.37795194214125577
