Realisation number,Variable,index,Lag-2 AC,Smax,Lag-10 AC,Lag-1 AC,Standard deviation,Coefficient of variation,Variance,Skewness,Kurtosis
50,Brachionus,0,-0.7357328913094957,-0.39047619047619053,-0.5554818849159365,-0.8006156760596733,-0.06161496566421975,-0.4840634619938432,-0.06161496566421975,0.3830925882074355,0.7443523561449207
51,Chlorella,0,-0.6996448022732655,0.8380952380952382,-0.3466256215960218,-0.5461046649301445,0.8345252190385982,0.7674638882311153,0.8345252190385982,0.13663272555055647,0.10319677954061095
51,Brachionus,0,0.034904096613781674,0.33333333333333337,0.5066066777172626,0.23210987449680323,0.5963059436419607,0.3570447549135686,0.5963059436419607,0.4924934880416766,0.14004262372720813
52,Chlorella,0,-0.726829268292683,0.6857142857142857,-0.3849869760833531,-0.7271134264740706,0.6763438313994791,0.5939379587970638,0.6763438313994791,0.4871892019891073,0.6690504380771963
52,Brachionus,0,-0.5073644328676297,-0.028571428571428574,-0.12877101586549847,-0.6412976556950036,-0.17423632488752072,-0.633151787828558,-0.17423632488752072,0.09201989107269713,-0.42098034572578735
53,Chlorella,0,-0.8174757281553399,0.2761904761904762,0.4639829505091167,-0.83310442813166,0.26715605020127875,0.21847028179019656,0.26715605020127875,0.74643618280843,0.4026995027231826
53,Brachionus,0,-0.7010655931802037,-0.6476190476190476,0.5525455837082642,-0.796163864551267,-0.3700213118636041,-0.48008524745441633,-0.3700213118636041,-0.5798247691214776,-0.35060383613544877
54,Chlorella,0,-0.8412502959981056,0.6285714285714286,-0.36130712763438316,-0.797679374852001,0.5908122188017997,0.5011129528771016,0.5908122188017997,0.13293866919251718,-0.5246033625384797
54,Brachionus,0,-0.813402794222117,-0.8571428571428572,-0.04655458205067488,-0.8097087378640777,-0.855931802036467,-0.9013023916646935,-0.855931802036467,0.5495145631067961,0.048922566895571874
55,Chlorella,0,-0.7447312337201042,0.380952380952381,0.4641723892967085,-0.7297655695003553,0.8522377456784277,0.8220222590575421,0.8522377456784277,-0.7786407766990292,-0.759128581577078
55,Brachionus,0,-0.6889415107743311,-0.34285714285714286,0.33004972768174284,-0.680322045938906,0.2541794932512432,-0.18787591759412742,0.2541794932512432,0.840966137816718,-0.7105375325597917
56,Chlorella,0,-0.6046412502959981,0.7428571428571429,-0.14326308311626806,-0.5573762727918542,0.7214302628463178,0.633909542978925,0.7214302628463178,0.6641250295998107,0.5932749230404926
56,Brachionus,0,-0.46085721051385276,0.1523809523809524,0.3120530428605257,-0.37352592943405166,0.37883021548662094,-0.18380298366090458,0.37883021548662094,0.4760123135211935,0.5616386455126687
57,Chlorella,0,-0.6714184229220933,0.7238095238095239,-0.6454653090220223,-0.5734785697371537,0.8380298366090457,0.8065829978688137,0.8380298366090457,0.3355434525219039,0.08624200805114847
57,Brachionus,0,-0.4872839213829032,0.36190476190476195,-0.6570210750651196,-0.40108927302865266,0.45640539900544635,-0.15690267582287473,0.45640539900544635,-0.3742836845844187,0.48671560502012784
58,Chlorella,0,-0.5721524982240114,0.9238095238095239,-0.640161022969453,-0.5385271134264741,0.83632488752072,0.782713710632252,0.83632488752072,-0.3789249348804168,0.169310916410135
58,Brachionus,0,-0.24821217144210275,0.8476190476190477,-0.6160075775515037,-0.22131186360407296,0.638550793274923,0.5090693819559555,0.638550793274923,0.15832346672981293,0.06815060383613546
59,Chlorella,0,-0.9178782855789723,0.942857142857143,-0.3815770779067014,-0.9103954534690978,0.9331281079801089,0.9232772910253375,0.9331281079801089,0.783566185176415,0.06379351172152498
59,Brachionus,0,-0.8934406819796353,-0.8190476190476191,0.6609992896045466,-0.8977977740942459,-0.06691925171678902,-0.5652379824769123,-0.06691925171678902,-0.42533743784039785,-0.07478096140184703
60,Chlorella,0,-0.9478096140184703,0.3523809523809524,-0.21572341937011605,-0.9319914752545584,0.6605256926355672,0.4978924934880417,0.6605256926355672,0.34624674402083827,-0.05640539900544637
60,Brachionus,0,-0.8049727681742838,-0.6571428571428571,0.4153919014918305,-0.6493488041676533,-0.6705659483779304,-0.7896282263793512,-0.6705659483779304,0.0777172626095193,-0.09846080985081695
61,Chlorella,0,-0.9226142552687664,0.9047619047619049,-0.5666587733838504,-0.8852000947193939,0.8936301207672271,0.8829268292682927,0.8936301207672271,0.5488515273502249,-0.17745678427658063
61,Brachionus,0,-0.8975136159128583,-0.380952380952381,-0.4731707317073171,-0.8865261662325361,0.08870471228984135,-0.451195832346673,0.08870471228984135,0.11399479043334124,0.3692635567132371
62,Chlorella,0,-0.8780014207909069,0.8571428571428572,-0.37267345488988873,-0.8144447075538718,0.8154866208856264,0.7616860052095666,0.8154866208856264,0.6863840871418423,-0.6253847975372958
62,Brachionus,0,-0.7118636040729339,-0.5523809523809524,-0.05915226142552688,-0.6627042386928724,-0.5030073407530192,-0.7091167416528534,-0.5030073407530192,-0.012645039071749941,-0.5731944115557661
63,Chlorella,0,-0.6368458441865973,0.7523809523809525,-0.25957849869760835,-0.6250059199621122,0.869381955955482,0.8556476438550794,0.869381955955482,0.7640539900544636,0.4483542505327966
63,Brachionus,0,-0.5995264030310206,-0.09523809523809525,-0.714136869524035,-0.4359460099455364,0.31972531375799196,-0.15074591522614258,0.31972531375799196,-0.6108927302865261,-0.6807009235140896
64,Chlorella,0,-0.35524508643144687,0.7333333333333334,-0.5828557897229458,-0.3022969452995501,0.8104664930144447,0.7854605730523325,0.8104664930144447,0.40279422211697846,0.3344068197963533
64,Brachionus,0,-0.12412976556950035,0.5428571428571428,-0.2940563580393086,0.11210040255742364,0.589770305470045,0.3517404688609993,0.589770305470045,-0.13350698555529245,0.5270660667771726
65,Chlorella,0,-0.9325597916173337,0.7523809523809525,0.23315178782855792,-0.9091641013497513,0.7982476912147762,0.7396163864551267,0.7982476912147762,0.6430026047833295,0.2443286762964717
65,Brachionus,0,-0.8805588444233957,-0.7809523809523811,0.652000947193938,-0.8691925171678901,0.039545346909779774,-0.3831873076012314,0.039545346909779774,0.47222353776935827,0.5964006630357566
66,Chlorella,0,-0.7806298839687426,0.5523809523809524,0.5978214539426947,-0.6665877338385034,0.5734785697371537,0.31934643618280845,0.5734785697371537,0.7196305943641961,0.5902439024390244
66,Brachionus,0,-0.7884915936538006,-0.7809523809523811,0.5214776225432157,-0.815770779067014,-0.7122424816481175,-0.832251953587497,-0.7122424816481175,-0.6865735259294341,0.7161259767937486
67,Chlorella,0,-0.2600520956665877,0.5619047619047619,-0.30959033862183283,-0.16154392611887283,0.5021548662088563,0.408666824532323,0.5021548662088563,0.4834004262372721,0.610229694529955
67,Brachionus,0,-0.11626805588444233,0.380952380952381,0.13540137343121006,-0.2592943405162207,0.18711816244376037,0.03206251479990528,0.18711816244376037,-0.026663509353540137,0.49400899834241063
68,Chlorella,0,-0.9153208619464837,0.39047619047619053,-0.06256215960217855,-0.8561212408240587,0.4783802983660905,0.3982476912147762,0.4783802983660905,0.37759886336727444,0.5123845607388113
68,Brachionus,0,-0.8687189201989108,-0.5904761904761905,0.3740942457968269,-0.8632251953587498,-0.5287710158654985,-0.6479280132607151,-0.5287710158654985,-0.5643855079327493,-0.4340516220696188
69,Chlorella,0,-0.775609756097561,0.380952380952381,-0.04674402083826664,-0.6987923277291026,0.32578735496092825,0.17035282974188967,0.32578735496092825,0.3571394743073644,-0.08368458441865972
69,Brachionus,0,-0.6839213829031494,-0.6285714285714286,0.16893203883495145,-0.6351408950982714,-0.41738100876154394,-0.6146815060383614,-0.41738100876154394,0.2714184229220933,-0.6734075301918068
70,Chlorella,0,-0.7688846791380536,0.5523809523809524,-0.7022969452995501,-0.7712526639829506,0.4156760596732181,0.30201278711816243,0.4156760596732181,0.02325361117688847,-0.08860999289604546
70,Brachionus,0,-0.6846791380535164,-0.14285714285714285,-0.6388349514563108,-0.7070329149893442,-0.11314231588917832,-0.18115084063461995,-0.11314231588917832,0.30438077196305946,-0.5620175230878522
71,Chlorella,0,-0.9371063225195359,0.8857142857142858,-0.6444233956902676,-0.9000710395453468,0.9275396637461522,0.9056594837793038,0.9275396637461522,0.436230168126924,0.33222827373904806
71,Brachionus,0,-0.9279185413213354,-0.2285714285714286,-0.5451574709921857,-0.9036703765095904,0.6725550556476438,0.43537769358276107,0.6725550556476438,-0.333080748283211,-0.10130239166469335
