Delta,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-4 AC,Coefficient of variation,Skewness,Kurtosis,AIC fold,AIC hopf,AIC null,Coherence factor,Params fold,Params hopf,Params null,Smax
0.34,0.0537645106558358,1.148129716573731,-1.0943652059178952,1.396292895410489,1.9496338497738064,0.7783572026587272,0.38036813294053107,-0.4073165194415833,1.2161441260148473,0.6692657439089963,-1.335083271981929,4.560103285355192e-31,1.0,7.654759610434117e-33,1.1359538491985235,"{'sigma': 1.1253841053949958, 'lam': -0.9489716180970991}","{'sigma': 0.24633682628548614, 'mu': -0.06483713254967305, 'w0': 0.5182586646704966, 'delta': 0.3266968302324684, 'psi': 0.2}",{'sigma': 0.6699448082894848},0.7573025661323493
0.35000000000000003,0.0012146332188767703,1.1602323160999384,-1.1590176828810617,1.397202068327592,1.9521736197389015,0.7753040815801775,0.37092697511293665,-0.4282746997062811,1.2042339194436185,0.6576804555352453,-1.3453911697632175,1.3582771743969548e-31,1.0,2.6867131130947333e-33,1.1267873674861224,"{'sigma': 1.1368215075944612, 'lam': -0.9628294563129018}","{'sigma': 0.22773966276736624, 'mu': -0.04737981799603519, 'w0': 0.5284873261377283, 'delta': 0.3885032692594115, 'psi': 0.2}",{'sigma': 0.6711794102819989},0.7511915783240818
0.36000000000000004,0.0829577121001956,1.1742157493703305,-1.0912580372701348,1.3987081956209984,1.9563846164973488,0.7759443298947345,0.3672598463685988,-0.43951894285938065,1.1911271747758283,0.6390263422655922,-1.3651211401006567,2.469197509884114e-32,1.0,5.081264545339635e-34,1.1163231428422271,"{'sigma': 1.1416711055134692, 'lam': -0.9671798370318134}","{'sigma': 0.2168885847428894, 'mu': -0.03441367722461974, 'w0': 0.5334387341133063, 'delta': 0.43176324539770317, 'psi': 0.2}",{'sigma': 0.6717904611653428},0.7442154285614849
0.37,0.0027150793541928183,1.1886389809511264,-1.1859239015969336,1.403802082556753,1.9706602869906764,0.7715901366167166,0.358203979386993,-0.45531646364885126,1.181038610840462,0.6277023435578223,-1.3787155012961365,6.669646986851949e-33,1.0,1.551107218501978e-34,1.1044855875886366,"{'sigma': 1.153913891875267, 'lam': -0.978851611066013}","{'sigma': 0.20332817709581752, 'mu': -0.00013374698660895135, 'w0': 0.5382276519584719, 'delta': 0.5378324954008351, 'psi': 0.2}",{'sigma': 0.6747608097534418},0.7363237250590913
0.38,2.048996079666959,1.202608454170069,0.8463876254968901,1.4043718054482155,1.9722601679378806,0.7749353551126347,0.35799274003941156,-0.4633668293245584,1.167690796484969,0.6064354149271091,-1.3992337684926257,1.4431862018923301e-33,1.0,3.657292080953685e-35,1.0994535227137698,"{'sigma': 1.1588657757644416, 'lam': -0.9824465062886918}","{'sigma': 0.20661995755237927, 'mu': -0.00011737498438191274, 'w0': 0.539509788291485, 'delta': 0.5391630029473289, 'psi': 0.2}",{'sigma': 0.6755000439654859},0.7329690151425134
0.39,0.03167710356512814,1.2201072243553572,-1.188430120790229,1.4165639810517996,2.0066535124133233,0.7679966276031888,0.3511710152202146,-0.47307996754111015,1.161008666728679,0.5981091712443282,-1.4176003587769415,1.0605471446742795e-33,1.0,2.914386336963303e-35,1.092914966454825,"{'sigma': 1.173304287145446, 'lam': -0.9908791309290681}","{'sigma': 0.21052429268363104, 'mu': -7.69659572987802e-05, 'w0': 0.5410558478026457, 'delta': 0.5408284512570298, 'psi': 0.2}",{'sigma': 0.681620783439997},0.7286099776365502
0.4,2.71163153051898,1.2370357800097678,1.4745957505092122,1.4173950824741088,2.0090088198217857,0.763138662503631,0.34102449288463155,-0.490774305205219,1.145830214356886,0.5715158179671326,-1.4522614864956722,5.530919818791357e-34,1.0,1.6677642488253472e-35,1.0465544015727228,"{'sigma': 1.1821630092749082, 'lam': -1.0031489602891628}","{'sigma': 0.2140819265034526, 'mu': -1.9424734383211018e-05, 'w0': 0.543875876863037, 'delta': 0.5438184863276201, 'psi': 0.2}",{'sigma': 0.6820635440088881},0.6977029343818154
0.41000000000000003,0.002881259193426652,1.240553221021246,-1.2376719618278194,1.4092183698247642,1.9858964138515662,0.7654257232792349,0.33442571993024833,-0.5094025822865598,1.135987873488754,0.5662933622233309,-1.4437475329194547,7.6236497104050204e-34,1.0,2.553824556637107e-35,0.9970971633900817,"{'sigma': 1.1835027308319057, 'lam': -1.014094546356703}","{'sigma': 0.21529500503594656, 'mu': -4.696759541222839e-05, 'w0': 0.5461618667097871, 'delta': 0.5460231005678788, 'psi': 0.2}",{'sigma': 0.6775331917317982},0.6647314422600547
0.42000000000000004,1.4053171290020647,1.2570236118811928,0.1482935171208719,1.414329926013837,2.0003291396183056,0.7638372142288152,0.33170270985025063,-0.5175702243472572,1.125176840404544,0.549981116790554,-1.4619144388055285,2.2673051159346355e-34,1.0,7.988903915098817e-36,0.9803244610159891,"{'sigma': 1.1912469306238678, 'lam': -1.0172290822483059}","{'sigma': 0.2173476573315518, 'mu': -8.801433831973071e-06, 'w0': 0.5475649275760289, 'delta': 0.5475389236683261, 'psi': 0.2}",{'sigma': 0.6808104967545286},0.6535496406773262
0.43,0.00398710346876588,1.2707956090552506,-1.2668085055864846,1.4155600875268586,2.0038103613990472,0.7626651633699015,0.3263245692473309,-0.5306590850938837,1.1139199543744238,0.5326449925606845,-1.4797529440374169,8.940161961270613e-35,1.0,3.474669744014531e-36,0.9448100655105901,"{'sigma': 1.1983149493482297, 'lam': -1.0261551520210728}","{'sigma': 0.21842120040257584, 'mu': -2.1668786783113347e-05, 'w0': 0.5494383427689173, 'delta': 0.5493743221624687, 'psi': 0.2}",{'sigma': 0.6812586875248555},0.6298733770070603
0.44,0.20700998830573591,1.2840350464961636,-1.0770250581904277,1.417712567151366,2.009908923058916,0.7594921169603878,0.3209700628604034,-0.5395959440162281,1.1041256676309794,0.5204435827575703,-1.4910403943859207,2.471965313074984e-35,1.0,1.0550685571334394e-36,0.6482596458749167,"{'sigma': 1.2043839067791637, 'lam': -1.0325631539260773}","{'sigma': 0.21919241401409284, 'mu': -2.4828844948698858e-05, 'w0': 0.5510746272234937, 'delta': 0.5510012701995428, 'psi': 0.2}",{'sigma': 0.6822844239215794},0.6482596458749167
0.45,3.393736448554044,1.2983592831267263,2.095377165427318,1.4205321147210415,2.017911488953834,0.7585674461038909,0.31691578393443653,-0.5500616114603198,1.0941089482546602,0.5049644048400229,-1.5061895516248534,7.296332626735121e-36,1.0,3.4615447740503915e-37,0.6762158985389591,"{'sigma': 1.2104324481266278, 'lam': -1.039916171784844}","{'sigma': 0.21957714519339167, 'mu': -1.4011381591183536e-05, 'w0': 0.5525875228087488, 'delta': 0.5525461260680993, 'psi': 0.2}",{'sigma': 0.6827108709369224},0.6762158985389591
0.46,0.006129102629692087,1.309324611676061,-1.303195509046369,1.418813815182693,2.013032642153269,0.7553019283187811,0.3095859055716655,-0.5648194504128917,1.0836180851352208,0.4951364847590762,-1.5109780410107188,1.5575770015381826e-36,1.0,8.451909437238467e-38,0.7103369692662355,"{'sigma': 1.217261167662871, 'lam': -1.052084186276279}","{'sigma': 0.21849942270760403, 'mu': -4.2020023237165915e-05, 'w0': 0.55485032418667, 'delta': 0.5547261756869153, 'psi': 0.2}",{'sigma': 0.682164208536829},0.7103369692662355
0.47000000000000003,3.485730873921785,1.3211795537142923,2.164551320207493,1.4217953001590784,2.021501875554444,0.7523697667796216,0.305638828699052,-0.5714576010593673,1.0761923471565285,0.48546725508990807,-1.5199466052495214,3.214602207857147e-37,1.0,1.9206489408666253e-38,0.7347979762696871,"{'sigma': 1.2242988179054315, 'lam': -1.0583932295742322}","{'sigma': 0.21847596062962782, 'mu': -3.297898065857119e-05, 'w0': 0.5561214637987762, 'delta': 0.5560240271327113, 'psi': 0.2}",{'sigma': 0.6838148970187619},0.7347979762696871
0.48000000000000004,2.2830884740080597,1.3322341457719171,0.9508543282361426,1.4150928287488749,2.0024877139764925,0.7543560082796652,0.3007236834392739,-0.5874186004729084,1.0621520190987346,0.470284052065534,-1.5251349465343282,3.8501207080805334e-38,1.0,2.5649677083599894e-39,0.7559967446852973,"{'sigma': 1.222953610281251, 'lam': -1.0657103220498634}","{'sigma': 0.21607729592659441, 'mu': -4.735925164189858e-05, 'w0': 0.5579682836954878, 'delta': 0.5578283604020697, 'psi': 0.2}",{'sigma': 0.6797885093525107},0.7559967446852973
0.49,2.9947685588988215,1.342639160695458,1.6521293982033636,1.413141680424125,1.9969694089519197,0.7533602056693355,0.29610376289943413,-0.5991034926198454,1.052531404170437,0.45496758162983486,-1.5379277909888849,5.970723488331725e-39,1.0,4.462654226158885e-40,0.7786415245786773,"{'sigma': 1.2265870614607923, 'lam': -1.0735920434547426}","{'sigma': 0.2142551065975089, 'mu': -3.160551897551933e-05, 'w0': 0.5596215361495832, 'delta': 0.55952815738721, 'psi': 0.2}",{'sigma': 0.6789316920062428},0.7786415245786773
