Variable,Delta,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-4 AC,Coefficient of variation,Skewness,Kurtosis,AIC fold,AIC hopf,AIC null,Coherence factor,Params fold,Params hopf,Params null,Smax
Chlorella,0.25,0.025246936701949444,19.21199841754221,-19.186751480840257,25.321102277592722,641.1582205523113,0.783273177678267,0.39710872194867947,-0.3470589017635697,1.3179925980396041,0.8408185078180578,-1.0513698029177878,7.697418393520149e-25,1.0,3.88087903644109e-27,351.3785061509792,"{'sigma': 19.912461478350522, 'lam': -0.9091438151405105}","{'sigma': 5.135516792756728, 'mu': -0.09446628152430181, 'w0': 0.4604720193521189, 'delta': 0.1813706237518331, 'psi': 0.2}",{'sigma': 12.164510770921755},234.2523374339862
Brachionus,0.25,2.667378335341161,3.890793905511911,-1.2234155701707503,3.0639748344682136,9.387941786254517,0.8072776635446913,0.4029970268126305,-0.30952442533414537,0.7874877487271051,0.8884247837919492,-0.4693281902116884,1.0550419585996915e-28,1.0,5.9787653941765335e-31,5.323901001008921,"{'sigma': 2.394159032860512, 'lam': -0.8957950348486143}","{'sigma': 0.6197490136902943, 'mu': -0.09252590335508715, 'w0': 0.46030086243218976, 'delta': 0.186932329884006, 'psi': 0.2}",{'sigma': 1.4677456207710622},3.5492673340059486
Chlorella,0.26,18.425310072744256,19.716811127557023,-1.2915010548127661,25.791827386313553,665.2183599253938,0.784786222734768,0.4011865123256229,-0.34534511779281735,1.3082083501475645,0.8188667052512515,-1.0943504302280664,8.869545787998923e-26,1.0,4.381456725803485e-28,367.5980498524592,"{'sigma': 20.312757582315804, 'lam': -0.905927587234884}","{'sigma': 5.301551823451517, 'mu': -0.09554950940308382, 'w0': 0.4623948396144211, 'delta': 0.18009303845309477, 'psi': 0.2}",{'sigma': 12.432378218405617},245.06536656830622
Brachionus,0.26,1.002904450064802,3.866159227008409,-2.8632547769436067,3.1032807422586366,9.630351365273315,0.8057849691062117,0.3993810626360127,-0.3120111270579044,0.8026412934162341,0.9079597145031905,-0.43445765906386874,7.169686291475429e-29,1.0,3.7494378109290812e-31,5.438816788946344,"{'sigma': 2.433768841613132, 'lam': -0.8982926637071134}","{'sigma': 0.634804309594766, 'mu': -0.09403496188995453, 'w0': 0.4626095334306849, 'delta': 0.18478247519134583, 'psi': 0.2}",{'sigma': 1.490128441872714},3.625877859297564
Chlorella,0.27,1.3875058004060428,20.462003976005832,-19.07449817559979,26.594742505555818,707.2803289368173,0.7861070678471467,0.4099366473077634,-0.33339816688628343,1.2996188127977164,0.7998554361649284,-1.139374817817685,7.129710726646124e-26,1.0,3.88415037336922e-28,392.8394913090198,"{'sigma': 20.759212892206158, 'lam': -0.8985510722880234}","{'sigma': 5.316478031842161, 'mu': -0.09162945068101358, 'w0': 0.45498399574663556, 'delta': 0.18426403990102025, 'psi': 0.2}",{'sigma': 12.764163501156679},261.89299420601327
Brachionus,0.27,1.569006232402722,3.8274903203298094,-2.258484087927087,3.175491488479031,10.083746193402773,0.8052547185955199,0.4004568426371427,-0.3048234500964011,0.8296771122633946,0.9343599545837157,-0.3869889756520861,4.4126632808672145e-28,1.0,2.3884936617705638e-30,5.708010830795042,"{'sigma': 2.491186232401265, 'lam': -0.8983126305910916}","{'sigma': 0.6428545374102257, 'mu': -0.09257727288146866, 'w0': 0.459323140839682, 'delta': 0.18580283660880825, 'psi': 0.2}",{'sigma': 1.5260741617664746},3.805340553863363
Chlorella,0.28,24.414581927457206,20.602210412756126,3.8123715147010806,26.53071736876877,703.8789641014888,0.7801330055721055,0.3941643095895246,-0.3609894571656679,1.2878205754548222,0.7847832936022537,-1.1629740469289176,1.1494564558958957e-26,1.0,9.697581240580464e-29,400.76761958262125,"{'sigma': 21.013266609215766, 'lam': -0.9203731450916637}","{'sigma': 5.287612138704634, 'mu': -0.09152235647008089, 'w0': 0.4759087837492798, 'delta': 0.20550523861921, 'psi': 0.2}",{'sigma': 12.748659733745546},267.1784130550809
Brachionus,0.28,0.8028737048306506,3.8641273594545202,-3.0612536546238696,3.178893776291738,10.105365640946347,0.7997980720926555,0.3848522385715013,-0.3324656392229034,0.822623927317871,0.9240728649531443,-0.4144273547716945,1.0678017000892687e-28,1.0,9.02456012509411e-31,5.839536437113066,"{'sigma': 2.5239691322854694, 'lam': -0.9192816118814631}","{'sigma': 0.6349724453704191, 'mu': -0.09080453587791615, 'w0': 0.4791776650970439, 'delta': 0.2108949267334843, 'psi': 0.2}",{'sigma': 1.5259330810014085},3.8930242914087114
Chlorella,0.29000000000000004,68.63196005650809,21.032051720826427,47.59990833568166,26.878832282563927,722.4716248742006,0.7800532257719995,0.3947452511360637,-0.36183993094818984,1.2780035416574511,0.7717631392080935,-1.1787214795345096,1.6908917231435178e-27,1.0,1.3360593455211692e-29,409.51554637494604,"{'sigma': 21.248810368320896, 'lam': -0.9180722452363037}","{'sigma': 5.384494215556312, 'mu': -0.09191466581871444, 'w0': 0.47989171833908995, 'delta': 0.2083290920538834, 'psi': 0.2}",{'sigma': 12.91157863420139},273.0103642499641
Brachionus,0.29000000000000004,0.6549702679876558,3.8473933070681463,-3.1924230390804906,3.207729121154102,10.289526114700067,0.7983110251409387,0.38011194640597473,-0.3374733498915998,0.8337235003602804,0.936685543528268,-0.38375745408802536,5.278792298872525e-29,1.0,4.31626044825294e-31,5.871450981107132,"{'sigma': 2.542392467440462, 'lam': -0.922384205729184}","{'sigma': 0.6384551794072786, 'mu': -0.09061355987701236, 'w0': 0.48325968217388976, 'delta': 0.21554118395526167, 'psi': 0.2}",{'sigma': 1.5344202185764322},3.9143006540714222
Chlorella,0.3,0.06805265779319103,21.53936076748454,-21.471308109691346,27.247148700921223,742.4071123301131,0.781985099012665,0.39714974978715883,-0.3629850027628419,1.2650042916333668,0.7467313543189731,-1.2228944766940235,2.0862946670876175e-28,1.0,1.8213383545104203e-30,424.037941505792,"{'sigma': 21.568326177464538, 'lam': -0.9197759428274774}","{'sigma': 5.454824492065662, 'mu': -0.09109718454293358, 'w0': 0.48334300235193756, 'delta': 0.2141956311319877, 'psi': 0.2}",{'sigma': 13.082246435363714},282.6919610038614
Brachionus,0.3,2.4938489748835724,3.836920549392101,-1.3430715745085284,3.23865814982756,10.488906611444474,0.796936196785464,0.3760423229980295,-0.342311656019205,0.8440836730613831,0.9386421806627432,-0.3924198910874196,1.9332572213648087e-29,1.0,1.4965605783499492e-31,5.940788880375864,"{'sigma': 2.5744993268522554, 'lam': -0.9262477950853785}","{'sigma': 0.6470830518863013, 'mu': -0.0906659464534798, 'w0': 0.4874645026406763, 'delta': 0.21959122785662344, 'psi': 0.2}",{'sigma': 1.5503016627533628},3.960525920250577
Chlorella,0.31,0.013504654292334717,21.988088626053205,-21.97458397176087,27.484725104522543,755.4101140711716,0.78165853501349,0.39364711074983405,-0.3756141097856678,1.2499819254442732,0.724381470815673,-1.257026106310183,7.443694395541202e-29,1.0,8.43465745646204e-31,436.5538299133883,"{'sigma': 21.79444951714039, 'lam': -0.9271929482296777}","{'sigma': 5.341296568060864, 'mu': -0.08636705121640387, 'w0': 0.49129478479241845, 'delta': 0.2361226308828932, 'psi': 0.2}",{'sigma': 13.15146920486682},291.03588660892564
Brachionus,0.31,4.396493056163213,3.8236775982212583,0.5728154579419549,3.2579307341903716,10.614112668782214,0.7939137394996015,0.3684398685540489,-0.35424249971291183,0.8520390682838515,0.9490736903369601,-0.3730215951705534,4.0466570836021565e-29,1.0,4.140296125270354e-31,6.089294341504111,"{'sigma': 2.610202629177489, 'lam': -0.9382921658333254}","{'sigma': 0.6330040804891879, 'mu': -0.08553090961863319, 'w0': 0.495750747652215, 'delta': 0.2430489808807419, 'psi': 0.2}",{'sigma': 1.5604476721964509},4.0595295610027415
Chlorella,0.32,4.83773885820958,22.28324257848233,-17.44550372027275,27.71596274224895,768.174590729732,0.7826183007881206,0.39427085723603866,-0.3776535640383666,1.243796666026716,0.7143137272409786,-1.2712331382697735,1.2649230486088534e-29,1.0,1.4520348601637757e-31,446.4824447979977,"{'sigma': 22.07670428745249, 'lam': -0.927736969986706}","{'sigma': 5.391388530910948, 'mu': -0.08460177707063576, 'w0': 0.49716223289821604, 'delta': 0.24720559578210066, 'psi': 0.2}",{'sigma': 13.31732634295118},297.6549631986652
Brachionus,0.32,1.2439802603458523,3.8097050124725684,-2.565724752126716,3.2804013852338856,10.761033248244395,0.7925188494884909,0.36378389189766364,-0.3593650824883481,0.8610713918076611,0.9595161305878287,-0.34691737992213645,2.4287586679655883e-29,1.0,2.446402605346987e-31,6.139934182952072,"{'sigma': 2.638153563225613, 'lam': -0.9430488196847815}","{'sigma': 0.6340294366757904, 'mu': -0.08390777066223509, 'w0': 0.5001482827244863, 'delta': 0.25224209317563684, 'psi': 0.2}",{'sigma': 1.572901274234977},4.093289455301383
Chlorella,0.33,0.16420032390992126,22.623262923363033,-22.459062599453112,27.836382338391378,774.8641816891073,0.7817449654035104,0.389526415064608,-0.3894331383121576,1.2304212510717725,0.695694492677347,-1.295227167786729,2.267260669052299e-30,1.0,2.7334590494272997e-32,448.59990053814255,"{'sigma': 22.313124535789136, 'lam': -0.9345084839843945}","{'sigma': 5.328845483504786, 'mu': -0.07943329707607028, 'w0': 0.5072794439744199, 'delta': 0.27259312295775096, 'psi': 0.2}",{'sigma': 13.3966959758095},299.0666003587618
Brachionus,0.33,2.1761488032175658,3.808469780613778,-1.6323209773962124,3.2838801873288714,10.783869084731103,0.7902637227025276,0.3564078120369858,-0.3719655441496672,0.8622883031303036,0.953378957000556,-0.37513146002368286,9.553583380822104e-30,1.0,9.928283666148619e-32,6.096548226942939,"{'sigma': 2.655385065441815, 'lam': -0.9509257881140489}","{'sigma': 0.6228281403831086, 'mu': -0.07892334051657146, 'w0': 0.5089607346063756, 'delta': 0.27578108438435445, 'psi': 0.2}",{'sigma': 1.5756711175962272},4.0643654846286275
Chlorella,0.34,1.075290213116716,22.9625943314746,-21.887304118357886,27.92585790820978,779.8535399095227,0.778357202658727,0.3803681329405312,-0.4073165194415834,1.2161441260148456,0.6692657439089977,-1.3350832719819279,4.560103285756582e-31,1.0,7.654759610448476e-33,454.3815396794092,"{'sigma': 22.507685115654628, 'lam': -0.9489717744025898}","{'sigma': 4.926736350482809, 'mu': -0.06483712660772101, 'w0': 0.5182586680118151, 'delta': 0.32669685112933244, 'psi': 0.2}",{'sigma': 13.39889616362352},302.92102645293954
Brachionus,0.34,1.2465222489779713,3.823344098051765,-2.5768218490737937,3.2928693545935257,10.842988586421182,0.7862564740554923,0.34523632903742907,-0.3904765742209233,0.8612277935163548,0.9534663442600566,-0.3701896870705654,1.3550300072522492e-29,1.0,1.9228337180251823e-31,6.162012506249206,"{'sigma': 2.687467118575167, 'lam': -0.9668729294080922}","{'sigma': 0.5803349233008384, 'mu': -0.06479414803450623, 'w0': 0.5198943512226429, 'delta': 0.3284595148836049, 'psi': 0.2}",{'sigma': 1.5795173120810428},4.108008337499472
Chlorella,0.35000000000000003,0.024292664377535408,23.20464632199882,-23.180353657621282,27.94404136655185,780.869447895561,0.775304081580177,0.37092697511293665,-0.42827469970628107,1.2042339194436174,0.6576804555352466,-1.3453911697632155,1.3582771771800154e-31,1.0,2.686713118452067e-33,450.71494699444884,"{'sigma': 22.736430780913096, 'lam': -0.962829491907188}","{'sigma': 4.55478533120009, 'mu': -0.04737949789250617, 'w0': 0.528487433316043, 'delta': 0.388504322186201, 'psi': 0.2}",{'sigma': 13.423588269192281},300.47663132963265
Brachionus,0.35000000000000003,4.855182907737424,3.8303379593385904,1.0248449483988336,3.28990134751565,10.823450876385289,0.7845061427500274,0.3371795521830081,-0.4074123840835911,0.8589655234676637,0.9430681736653457,-0.41300979343275956,1.2820878022168005e-29,1.0,2.138827726391793e-31,6.10388105617718,"{'sigma': 2.7084198015259395, 'lam': -0.9791415252927615}","{'sigma': 0.5400630883525339, 'mu': -0.04927074607837589, 'w0': 0.5287498729447038, 'delta': 0.3831790536973685, 'psi': 0.2}",{'sigma': 1.580232893631045},4.069254037451454
Chlorella,0.36000000000000004,1.6591542420039123,23.484314987406652,-21.82516074540274,27.974163912419957,782.553846598939,0.7759443298947345,0.36725984636859904,-0.4395189428593807,1.1911271747758287,0.6390263422655935,-1.365121140100652,2.4691975103434694e-32,1.0,5.081264545741984e-34,446.5292571368908,"{'sigma': 22.833424189702537, 'lam': -0.9671799517257744}","{'sigma': 4.337768367164082, 'mu': -0.034413508057822284, 'w0': 0.5334387661378831, 'delta': 0.43176377722695625, 'psi': 0.2}",{'sigma': 13.435809171915833},297.68617142459397
Brachionus,0.36000000000000004,1.2738894571625516,3.83429720641483,-2.5604077492522785,3.3027188373503362,10.907951718588755,0.7799854917361237,0.3274741963411337,-0.421055572810384,0.8613692599915971,0.9512739193228936,-0.38017254939311773,8.827903724715483e-30,1.0,1.5316576951448933e-31,6.042823094416436,"{'sigma': 2.729765166982036, 'lam': -0.987703233407315}","{'sigma': 0.5197052938202538, 'mu': -0.03939567970179736, 'w0': 0.5329696291142121, 'delta': 0.4165747736380294, 'psi': 0.2}",{'sigma': 1.5854055263644111},4.028548729610958
Chlorella,0.37,0.054301587083856365,23.77277961902252,-23.718478031938663,28.076041651135053,788.2641147962703,0.7715901366167162,0.3582039793869928,-0.4553164636488513,1.1810386108404636,0.6277023435578215,-1.3787155012961434,6.669660314999456e-33,1.0,1.5511103181569024e-34,441.79423503545473,"{'sigma': 23.07827954838017, 'lam': -0.9788517115868927}","{'sigma': 4.066567640548478, 'mu': -0.000174343450906278, 'w0': 0.5382275056639096, 'delta': 0.5377124065229617, 'psi': 0.2}",{'sigma': 13.495216135189965},294.5294900236366
Brachionus,0.37,5.884974365288804,3.840374584263172,2.0445997810256324,3.304840092237852,10.921968035262694,0.7782520394592181,0.32034092863060626,-0.4343716983366984,0.8605599069704313,0.9447343998449649,-0.4058072984496531,1.0963324716513062e-29,1.0,2.167856768779107e-31,5.946995269738794,"{'sigma': 2.752735854659977, 'lam': -1.0000930214400396}","{'sigma': 0.4827090611150615, 'mu': -0.015104213735815053, 'w0': 0.5380956506817817, 'delta': 0.49347012858979045, 'psi': 0.2}",{'sigma': 1.5869912929926762},3.964663513159197
Chlorella,0.38,40.97992159333918,24.05216908340141,16.92775250993777,28.087436108964305,788.9040671751518,0.7749353551126346,0.35799274003941134,-0.4633668293245586,1.1676907964849703,0.6064354149271123,-1.399233768492613,1.4431726553607965e-33,1.0,3.657257751328479e-35,439.78140908550796,"{'sigma': 23.177311253627007, 'lam': -0.9824462684497988}","{'sigma': 4.1323947897026665, 'mu': -2.6169898608152664e-05, 'w0': 0.5395109470614665, 'delta': 0.5394336278835927, 'psi': 0.2}",{'sigma': 13.510000946892285},293.1876060570054
Brachionus,0.38,0.5670827284022506,3.8317303570765278,-3.264647628674277,3.3117619787379606,10.967767403814372,0.775160151375068,0.31390588404269754,-0.44353713652768817,0.8643122914573084,0.9535659602256276,-0.37697701569270553,1.1122972424417105e-29,1.0,2.32109604417083e-31,5.888097031119421,"{'sigma': 2.7692709272411973, 'lam': -1.0065771497442708}","{'sigma': 0.4795513568002139, 'mu': -0.000249415807087372, 'w0': 0.5396904645981327, 'delta': 0.5389535635714426, 'psi': 0.2}",{'sigma': 1.5913501414181563},3.925398020746282
Chlorella,0.39,0.6335420713025627,24.40214448710714,-23.768602415804576,28.331279621035993,802.6614049653294,0.7679966276031889,0.35117101522021466,-0.4730799675411101,1.1610086667286792,0.5981091712443285,-1.4176003587769432,1.0605458831877981e-33,1.0,2.9143828706483993e-35,437.1659865819301,"{'sigma': 23.466084659695078, 'lam': -0.9908790710652382}","{'sigma': 4.210485487884416, 'mu': -7.086133146860796e-05, 'w0': 0.5410558663497376, 'delta': 0.5408465059706917, 'psi': 0.2}",{'sigma': 13.632415631898253},291.44399105462014
Brachionus,0.39,1.4376863189275297,3.837817923261929,-2.4001316043343994,3.3098944637255117,10.955401361000794,0.7747812189120775,0.30752419290081695,-0.45571513997804525,0.862427662975594,0.9374413421426827,-0.4339091851071697,1.5904626853480128e-29,1.0,3.5303619013220844e-31,5.779761406503488,"{'sigma': 2.779984677499717, 'lam': -1.0132082768583963}","{'sigma': 0.4850209574781441, 'mu': -5.9275882736686825e-05, 'w0': 0.5411619635200486, 'delta': 0.5409868324433269, 'psi': 0.2}",{'sigma': 1.590483599686228},3.853174271002327
Chlorella,0.4,54.232630610379594,24.740715600195365,29.49191501018423,28.34790164948215,803.6035279287129,0.763138662503631,0.34102449288463166,-0.49077430520521886,1.1458302143568855,0.5715158179671334,-1.4522614864956713,5.530946748239196e-34,1.0,1.6677723724571738e-35,418.62176062908947,"{'sigma': 23.643236474428278, 'lam': -1.0031476349333257}","{'sigma': 4.281639180923105, 'mu': -5.103633312386613e-05, 'w0': 0.5438762107934536, 'delta': 0.5437254235329481, 'psi': 0.2}",{'sigma': 13.641270898154922},279.0811737527264
Brachionus,0.4,3.834750256279188,3.8490840885320776,-0.014333832252889422,3.304612847984523,10.92046607506438,0.7711332589516545,0.29797942207263417,-0.47259590899827175,0.8585262013546765,0.9368980882632426,-0.42820257315618,2.607054457652978e-29,1.0,6.46172467280393e-31,5.513860499656277,"{'sigma': 2.800005078304303, 'lam': -1.0272518426673414}","{'sigma': 0.4924303276754223, 'mu': -8.12137758745557e-05, 'w0': 0.5440064978409163, 'delta': 0.5437665510808363, 'psi': 0.2}",{'sigma': 1.5897552045680896},3.675906999770852
Chlorella,0.41000000000000003,0.05762518386853304,24.811064420424966,-24.75343923655643,28.184367396495304,794.3585655406275,0.7654257232792345,0.3344257199302484,-0.5094025822865598,1.1359878734887567,0.5662933622233299,-1.4437475329194551,7.6236091594339875e-34,1.0,2.553810972492503e-35,398.83886535603267,"{'sigma': 23.67005444026707, 'lam': -1.0140945393477026}","{'sigma': 4.305899491737347, 'mu': -1.5723374777953936e-05, 'w0': 0.546161439857355, 'delta': 0.546114985018938, 'psi': 0.2}",{'sigma': 13.550663848703039},265.89257690402184
Brachionus,0.41000000000000003,3.0668095823955914,3.8727331738679487,-0.8059235914723573,3.3056871276378876,10.927567385830828,0.7683703171698614,0.28843349879455815,-0.48835727735118767,0.8535576510384225,0.9205721750656125,-0.47241280295710564,3.9054165081888913e-29,1.0,1.0736179566849789e-30,5.2938441365434485,"{'sigma': 2.816609638530662, 'lam': -1.0384337101603442}","{'sigma': 0.49683122442567984, 'mu': -2.2237825676230116e-05, 'w0': 0.5462402392483889, 'delta': 0.5461745374119114, 'psi': 0.2}",{'sigma': 1.5888497469862768},3.5292294243623
Chlorella,0.42000000000000004,28.106342580041293,25.140472237623904,2.9658703424173893,28.28659852027672,800.1316558473211,0.7638372142288153,0.33170270985025074,-0.5175702243472575,1.1251768404045452,0.5499811167905527,-1.4619144388055274,2.2673120092344394e-34,1.0,7.988928202295602e-36,392.12978440639574,"{'sigma': 23.824943359764767, 'lam': -1.0172293549399072}","{'sigma': 4.346953409372968, 'mu': -3.353151490492756e-05, 'w0': 0.5475648338607467, 'delta': 0.5474657647277656, 'psi': 0.2}",{'sigma': 13.616209908244363},261.41985627093055
Brachionus,0.42000000000000004,8.599841622413075,3.859941923746044,4.739899698667031,3.302337244111018,10.905431273842755,0.7669082104307019,0.283917152011343,-0.49667580912136483,0.8555382053157794,0.9224319527120731,-0.47194545701001106,4.4876755119758223e-29,1.0,1.3213607779966582e-30,5.16337002609545,"{'sigma': 2.8283224946756653, 'lam': -1.0452257789672301}","{'sigma': 0.49897918260120777, 'mu': -6.672495202364459e-05, 'w0': 0.5475541826906246, 'delta': 0.5473570432782262, 'psi': 0.2}",{'sigma': 1.5893539955048634},3.442246684063634
Chlorella,0.43,0.07974206937531761,25.415912181105075,-25.336170111729757,28.311201750537133,801.5241445596168,0.7626651633699014,0.32632456924733083,-0.5306590850938838,1.1139199543744227,0.532644992560687,-1.4797529440374062,8.940164975646306e-35,1.0,3.4746709179011784e-36,377.92402620423604,"{'sigma': 23.966308585211692, 'lam': -1.0261556956494622}","{'sigma': 4.368424045257433, 'mu': -2.3922968981349158e-05, 'w0': 0.5494383461931973, 'delta': 0.5493676655871456, 'psi': 0.2}",{'sigma': 13.62517367778284},251.94935080282409
Brachionus,0.43,3.3847020057725894,3.8743704730481716,-0.4896684672755822,3.3055327111705397,10.926546504618459,0.7646010683218566,0.27633041677010756,-0.5096452549141011,0.8531651373415424,0.9142297848806442,-0.4879340449298033,3.3869161679360907e-29,1.0,1.0928214018619914e-30,4.951512866202175,"{'sigma': 2.8411964780640027, 'lam': -1.0538660836851275}","{'sigma': 0.5005867649518327, 'mu': -7.540699375829796e-05, 'w0': 0.5494844843429741, 'delta': 0.5492616937677937, 'psi': 0.2}",{'sigma': 1.5891471786272902},3.3010085774681177
Chlorella,0.44,4.140199766114718,25.6807009299233,-21.54050116380858,28.354251343027308,803.963569223566,0.7594921169603879,0.32097006286040347,-0.5395959440162281,1.104125667630977,0.520443582757569,-1.491040394385926,2.47196218931924e-35,1.0,1.0550672258291237e-36,259.30385834996673,"{'sigma': 24.087657419195153, 'lam': -1.032561979828825}","{'sigma': 4.383848180626025, 'mu': -1.6218755281460773e-05, 'w0': 0.5510746025863136, 'delta': 0.5510266841421776, 'psi': 0.2}",{'sigma': 13.645688540343759},259.30385834996673
Brachionus,0.44,11.054629416149842,3.8782436346939413,7.176385781455901,3.304211424057792,10.917813134874022,0.7633744746233164,0.27138886626800934,-0.5193543952835783,0.8519955009287662,0.9072656322067428,-0.5099091088095452,1.947538214081164e-29,1.0,6.931973636570941e-31,3.38006819381172,"{'sigma': 2.852161729708511, 'lam': -1.0630344853728277}","{'sigma': 0.5006551030730633, 'mu': -2.6227594662975307e-05, 'w0': 0.5511106979669272, 'delta': 0.5510332083255911, 'psi': 0.2}",{'sigma': 1.5871142438501538},3.38006819381172
Chlorella,0.45,67.87472897108088,25.967185662534465,41.90754330854642,28.41064229442088,807.1645955815366,0.7585674461038908,0.3169157839344364,-0.5500616114603197,1.09410894825466,0.5049644048400247,-1.5061895516248502,7.296329546190832e-36,1.0,3.461543311942717e-37,270.4863594155837,"{'sigma': 24.208643359553072, 'lam': -1.039915852582844}","{'sigma': 4.391542875800154, 'mu': -9.230488241973589e-06, 'w0': 0.5525875087711403, 'delta': 0.5525602372187002, 'psi': 0.2}",{'sigma': 13.654217426809941},270.4863594155837
Brachionus,0.45,1.1990131825139292,3.866652865819861,-2.6676396833059317,3.2970452912745025,10.87050765271537,0.7619913301252775,0.26685926738162163,-0.5279125971339166,0.8526822262416801,0.9116892335515137,-0.49894091079675024,1.2393284788078885e-29,1.0,4.816652468051884e-31,3.505537770020788,"{'sigma': 2.8624893254008743, 'lam': -1.0707005319024239}","{'sigma': 0.5001218016271316, 'mu': -2.039061289416111e-05, 'w0': 0.5526161764017583, 'delta': 0.5525559321704403, 'psi': 0.2}",{'sigma': 1.5862187273674806},3.505537770020788
Chlorella,0.46,0.12258205259384172,26.18649223352125,-26.063910180927408,28.376276303653853,805.2130568613072,0.7553019283187811,0.3095859055716653,-0.5648194504128917,1.0836180851352217,0.4951364847590755,-1.5109780410107283,1.5575771471109336e-36,1.0,8.45191022653566e-38,284.1347877064941,"{'sigma': 24.345224093421958, 'lam': -1.0520842235804313}","{'sigma': 4.369988447081454, 'mu': -4.2500502248632444e-05, 'w0': 0.5548502420905338, 'delta': 0.5547246740116394, 'psi': 0.2}",{'sigma': 13.643284181030445},284.1347877064941
Brachionus,0.46,4.824882168283878,3.8925126376859596,0.9323695305979185,3.2920034277862817,10.837286568556628,0.7595064232807509,0.25792875078356886,-0.5435109553849102,0.845728667305216,0.8934828093435259,-0.5424648455723914,3.013724836370013e-30,1.0,1.344899468739612e-31,3.6750284668038193,"{'sigma': 2.872740323018359, 'lam': -1.0820288806676244}","{'sigma': 0.49728029440216903, 'mu': -4.7039021756845045e-05, 'w0': 0.5548515134963155, 'delta': 0.5547125363246923, 'psi': 0.2}",{'sigma': 1.5818658094144211},3.6750284668038193
Chlorella,0.47000000000000003,69.7146174784357,26.423591074285895,43.291026404149804,28.435906003181568,808.6007502217776,0.7523697667796218,0.3056388286990521,-0.5714576010593673,1.07619234715653,0.4854672550899082,-1.5199466052495196,3.2145900072057426e-37,1.0,1.9206416507338765e-38,293.9191905078748,"{'sigma': 24.48597210889032, 'lam': -1.0583929884799854}","{'sigma': 4.369518805403518, 'mu': -1.2556891156423333e-05, 'w0': 0.5561211033358268, 'delta': 0.5560840038989736, 'psi': 0.2}",{'sigma': 13.676297924227304},293.9191905078748
Brachionus,0.47000000000000003,0.7713599940989189,3.889398758493094,-3.118038764394175,3.2881122155963314,10.811681942353816,0.7590696292476526,0.2549641973286223,-0.551379027776254,0.8453801081114409,0.8881364506783818,-0.5596703815647478,1.1913502417134687e-30,1.0,5.787616365954087e-32,3.771536176416883,"{'sigma': 2.878446798393146, 'lam': -1.0879296193399237}","{'sigma': 0.495232825084466, 'mu': -2.0744852012644088e-05, 'w0': 0.5561235083610571, 'delta': 0.5560622175273879, 'psi': 0.2}",{'sigma': 1.5798154920505336},3.771536176416883
Chlorella,0.48000000000000004,45.66176948016119,26.644682915438356,19.017086564722835,28.30185657497747,800.9950855905954,0.7543560082796652,0.30072368343927386,-0.5874186004729085,1.0621520190987341,0.47028405206553386,-1.5251349465343267,3.850089390322739e-38,1.0,2.5649468443580988e-39,302.3986978741188,"{'sigma': 24.45907031323842, 'lam': -1.065710218986669}","{'sigma': 4.321545138032606, 'mu': -1.0941073539383339e-05, 'w0': 0.5579679342135967, 'delta': 0.5579356087230096, 'psi': 0.2}",{'sigma': 13.595770180714974},302.3986978741188
Brachionus,0.48000000000000004,5.621201579686516,3.8916961023964913,1.7295054772900245,3.2769735046520574,10.738555350191588,0.7568951725164909,0.24830355159114834,-0.5628230152771818,0.8420471678136081,0.8853245252931797,-0.5635221428265559,2.719548118233071e-31,1.0,1.4924410389521982e-32,3.89462352019869,"{'sigma': 2.884966951109441, 'lam': -1.0972123246908811}","{'sigma': 0.4906642550262772, 'mu': -8.040651152096956e-05, 'w0': 0.5579704237633775, 'delta': 0.5577328620723832, 'psi': 0.2}",{'sigma': 1.5757027197637066},3.89462352019869
Chlorella,0.49,59.89537117797643,26.8527832139091,33.04258796406733,28.262833608482516,798.7877635807689,0.7533602056693354,0.2961037628994343,-0.5991034926198452,1.0525314041704388,0.4549675816298359,-1.537927790988884,5.970724261162942e-39,1.0,4.462654802403518e-40,311.45660983147064,"{'sigma': 24.53174077466548, 'lam': -1.0735920155024243}","{'sigma': 4.285102179928879, 'mu': -3.2185031680453946e-05, 'w0': 0.5596215424894803, 'delta': 0.5595264515521161, 'psi': 0.2}",{'sigma': 13.578633858537845},311.45660983147064
Brachionus,0.49,2.8896891602953736,3.904892590549484,-1.0152034302541102,3.2710912543761763,10.700037994456308,0.7553474720729191,0.24249567057104932,-0.5732311381581245,0.8376711056151805,0.8752412814321109,-0.5869977316670997,7.859040783038782e-32,1.0,4.812890563662397e-33,3.9977141887296184,"{'sigma': 2.8914154998535797, 'lam': -1.1057456906670189}","{'sigma': 0.4858426883423739, 'mu': -2.74940388287348e-05, 'w0': 0.559600320023704, 'delta': 0.5595190886627996, 'psi': 0.2}",{'sigma': 1.5718851293128602},3.9977141887296184
Chlorella,0.5,35.9643646528322,27.021487851359055,8.942876801473147,28.249811173944416,798.0518313635147,0.7508544077156232,0.29185330357021405,-0.6090970086336351,1.0454565357897434,0.4467021128703416,-1.5440648665921208,1.1826101801213764e-39,1.0,9.75652708584444e-41,319.755086686397,"{'sigma': 24.63223546440048, 'lam': -1.0812757551264283}","{'sigma': 4.247595661125841, 'mu': -9.822935560954704e-06, 'w0': 0.5611478241573445, 'delta': 0.5611188022144913, 'psi': 0.2}",{'sigma': 13.579527206778524},319.755086686397
