Dilution rate,Species,,Variance,Lag-1 AC,Lag-2 AC,Lag-10 AC,AIC fold,AIC hopf,AIC null,Smax
0.04,Brachionus,Lower,2.5364437971219402,0.3270846600765609,0.35884420148282653,-0.12786671456180923,0.053726691369967015,0.6108132915025702,5.606087127973959e-08,0.3538599406554095
0.04,Brachionus,Mean,2.6180840057053727,0.35947670186934133,0.37709739029355216,-0.08367505204458107,0.20055071205589883,0.7988990406463985,0.0005502472977027361,0.38784192660340255
0.04,Brachionus,Upper,2.693149865405471,0.38923010072547726,0.39255449792826963,-0.03369063765851268,0.38814129034937994,0.9474280870733325,0.0016185960142416844,0.4231728028226995
0.04,Chlorella,Lower,0.017273659793401848,0.42292301641827135,0.30316170007556,-0.24530404777124817,0.0018575790051515426,0.7147331543474283,3.319216576546183e-08,0.0025177768097531432
0.04,Chlorella,Mean,0.017714326127348433,0.4615369822116402,0.32701597436747004,-0.1986631133384304,0.09650064701569855,0.8676470483595115,0.03585230462479018,0.0027703165568867595
0.04,Chlorella,Upper,0.018191704507409777,0.49790527592080847,0.3485748765066965,-0.14525581060833512,0.23616020097662624,0.9978477637117349,0.10739786260808355,0.0030267623274458574
0.07,Brachionus,Lower,8.70693464202574,-0.36285319659919235,0.1375713231748339,-0.14442590705554623,8.38913488976306e-08,0.9949724490267975,1.5574164951150948e-05,1.2430993018126721
0.07,Brachionus,Mean,9.126749016056674,-0.3509571749745096,0.1661073886287884,-0.08504875480132221,3.308458289595833e-06,0.9981300530114477,0.0018666385302625245,1.4113174592736313
0.07,Brachionus,Upper,9.575424078026572,-0.33701762146006,0.18834483302624605,-0.023779843406826727,8.389334453164869e-06,0.9999821171578266,0.004913904099438921,1.5642088808856016
0.07,Chlorella,Lower,0.02083712978653368,-0.014643535696906334,-0.0657806228132925,0.009095226882774332,0.020380797029718605,0.14078693900445927,0.6226554151409821,0.0017972089624653537
0.07,Chlorella,Mean,0.021661877956097225,0.016167743711173875,-0.0512225769597335,0.04399701642664576,0.05526237117184455,0.22897755355927218,0.7157600752688833,0.0019762738985270338
0.07,Chlorella,Upper,0.022495658920796666,0.04691142691110404,-0.03857818017925475,0.07892347963694908,0.09796863514227784,0.3315676435262326,0.7967809134695609,0.0021551224670971025
0.12,Brachionus,Lower,7.559436768303093,0.04771389192864811,0.03339777386299951,0.07135622564966579,0.19743117060907237,0.162352478596097,0.16170720687872486,0.6776268960724909
0.12,Brachionus,Mean,7.946355314731969,0.08309949110806784,0.05912293385308655,0.09962559315012402,0.35284014403638536,0.333577937110596,0.3135819188530186,0.762370636645463
0.12,Brachionus,Upper,8.374605083774904,0.12020296330098763,0.08779282699618551,0.12798922451986072,0.5415678192350315,0.5108995187161163,0.47924551029348,0.8623953555076115
0.12,Chlorella,Lower,0.0223192113131479,0.4461277870621031,0.2606779711517925,0.01662461373141895,0.6062904904660231,0.050583248690132754,0.00036834424924413986,0.0022205477163889293
0.12,Chlorella,Mean,0.02441972367012633,0.4808384483553592,0.2991507951446725,0.07365458884585843,0.7693872179618899,0.18457379438476912,0.04603898765334098,0.0026457060275303793
0.12,Chlorella,Upper,0.026434623681516962,0.5137741725784963,0.33154696075752305,0.1219967195123408,0.9073559857179182,0.35337289760533963,0.12366007351744208,0.0030768263997115047
0.32,Brachionus,Lower,24.57837072197953,-0.0882291692463195,-0.08834023456775608,-0.20296132704820707,0.029865334229645303,0.18097274996497875,0.3641915131973177,2.095185403417087
0.32,Brachionus,Mean,29.104689325178423,-0.06296073270397864,-0.03750452791670697,-0.15149418865988795,0.15458694450723168,0.31784611205584606,0.5275669434369222,2.616604316279618
0.32,Brachionus,Upper,33.60542817667836,-0.04093919490459799,0.008689527661657754,-0.09440231989256245,0.3103028068711126,0.4751715905710346,0.6778441429194346,3.100098258866577
0.32,Chlorella,Lower,0.01753553955453101,0.2553226709327484,-0.020477374406233085,-0.12005536508140918,0.13347369614661186,0.41528973262673075,0.020100615866386947,0.0018925403998950594
0.32,Chlorella,Mean,0.018114802978035752,0.27550883740006127,0.005582092608501327,-0.07880624294266772,0.3153472221719711,0.6127621193958402,0.07189065843218859,0.0022283375238520437
0.32,Chlorella,Upper,0.018656977624724718,0.2943459561208189,0.029719507622686513,-0.032648774517432144,0.49343046770977683,0.7891787026749728,0.14127250860850232,0.0025382362378894765
0.64,Brachionus,Lower,13.396183361591767,0.7294491902434853,0.7038399109686482,0.16518473055418495,1.4420921069295948e-06,0.8399978113372008,8.557855041204482e-22,3.4053936710542554
0.64,Brachionus,Mean,15.190848862950409,0.7426453526929546,0.7227581180193939,0.19901985650264292,0.05497873329086948,0.9450212667091306,1.6709791788625236e-17,4.050659961631956
0.64,Brachionus,Upper,17.08560086557601,0.75545190729531,0.7408512264256026,0.23531604805910009,0.15505582969431084,0.9999992562987888,5.012504482228928e-17,4.627027080666089
0.64,Chlorella,Lower,0.27284841617047,0.6986292631464208,0.5910901025705789,-0.0085965606591314,0.1499999952669529,0.4495995426026357,3.1402468087498463e-15,0.056411623968188176
0.64,Chlorella,Mean,0.33367580052526497,0.7481516702017805,0.647062057648807,0.07054792798830932,0.34869472435339954,0.6513052756240725,2.2527834813193142e-11,0.07436065687948668
0.64,Chlorella,Upper,0.39801362735515466,0.7893868656392677,0.6979478028188535,0.1349995996060885,0.5434579521240377,0.8494876402092068,6.684470584276919e-11,0.09394679767113756
0.67,Brachionus,Lower,15.996076068490257,0.4925994046999992,0.3843405628727549,0.07341432762779501,0.3936409297341162,0.21152264922652736,2.2528348792772598e-07,2.2527310366905535
0.67,Brachionus,Mean,17.18813615344053,0.5410231055698571,0.43336089471778527,0.12830632346727888,0.5919879112947302,0.40797392588099574,3.816282427424634e-05,2.5454411485994415
0.67,Brachionus,Upper,18.52247077889672,0.5917679783985685,0.4846147999572122,0.17455929312386667,0.7958037706407828,0.6127870801385769,0.00010262159856479485,2.8670182317382165
0.67,Chlorella,Lower,0.3002960815303436,0.6832217999154564,0.5760648638634571,0.14103753453484189,0.0990708275565237,0.5346692119254535,9.696906051848938e-15,0.051235243457100635
0.67,Chlorella,Mean,0.33940571171762013,0.7289107481698267,0.6280878485508162,0.21287781583427004,0.264092144259952,0.7344124362718689,0.001495419468179295,0.06242637595421298
0.67,Chlorella,Upper,0.37725353310973975,0.7684396425791284,0.6749506891977999,0.27475901068653985,0.4594588079455482,0.8995930585740932,0.0044655391230741534,0.07414547255564298
0.69,Brachionus,Lower,18.809407114464012,0.27096199935513343,0.13565634702575421,-0.2704973198514107,0.09021163140085392,0.5102000058418872,0.009932845165191564,3.098952035421215
0.69,Brachionus,Mean,19.328719585038897,0.3105462036010247,0.1726083978139571,-0.2043662257933912,0.25515907257915743,0.709816070810222,0.03502485661062045,3.341830772823691
0.69,Brachionus,Upper,19.843710215213637,0.34644054822600917,0.21470501066456651,-0.13831344592044698,0.44065708183991814,0.8844067824151904,0.06700909683041395,3.5856282549409855
0.69,Chlorella,Lower,0.6491578001523326,0.8357970794951732,0.6013053729221427,-0.4116261210885102,6.475559102927914e-15,0.9999429725531515,1.0076257861666408e-24,0.19672663851783348
0.69,Chlorella,Mean,0.6680257723220773,0.8520894695621448,0.6322780096853828,-0.33413822141241367,1.9429629319219044e-05,0.9999805703706809,1.692977429799054e-17,0.22008920503798798
0.69,Chlorella,Upper,0.6897498559914099,0.8680027551082524,0.6630812004805023,-0.24987054131873324,5.7027437372983576e-05,0.9999999999999936,4.653239647922888e-17,0.24122294379002707
0.95,Brachionus,Lower,3.3794734094384578,0.7618175948459455,0.6129554323435277,-0.4941773773853651,4.3280815787486564e-11,0.8582475808412559,3.725945064361995e-22,1.0432456839760742
0.95,Brachionus,Mean,3.6324514719178644,0.7816488584167464,0.643831125699066,-0.4328832517054934,0.013394331404442517,0.9527643235437276,0.03384134505182989,1.2230150729530649
0.95,Brachionus,Upper,3.8604372906555713,0.8004535406574911,0.6716734029820967,-0.37683432073567624,0.038367405209010115,0.9999999999141025,0.13536538020731956,1.3933798856968682
0.95,Chlorella,Lower,0.5576272260976298,0.7909372402052897,0.46531844370795006,-0.23194249317053273,3.872225843285376e-16,0.8499999999931094,3.806334988211112e-23,0.15755021930503543
0.95,Chlorella,Mean,0.6160043490787422,0.8078134777475208,0.4972006425637738,-0.1472746848221897,0.05000000002667199,0.9499999999733278,7.446308640501563e-17,0.1906791685467596
0.95,Chlorella,Upper,0.6733013664289218,0.8234728620654391,0.5252756960323167,-0.056289729168909286,0.15000000000689045,0.9999999999999994,2.0920806027416368e-16,0.22216395644044712
1.17,Brachionus,Lower,3.267313271538025,0.4201766694040432,0.19618064571849986,-0.08860710989087477,0.06808009741878324,0.5780816830240971,2.6460444784991887e-11,0.5228652964408863
1.17,Brachionus,Mean,3.5143651386657937,0.45433861008264953,0.21835559716383374,-0.031872265390755765,0.24038119728996127,0.759618259246404,5.434636347731495e-07,0.5920927603062566
1.17,Brachionus,Upper,3.7126927060994923,0.48575358852341854,0.24333709984166313,0.028620622607317032,0.4257615535529564,0.9272788931550948,1.6154822357953162e-06,0.6605716799736298
1.17,Chlorella,Lower,0.6367259673427684,0.2531078776571839,0.011584435095269106,-0.24125517133545848,0.6714838751523466,0.010450049683283396,0.0032261785946501257,0.05452551531455631
1.17,Chlorella,Mean,0.6826135017194404,0.2685346628749606,0.04764303102491513,-0.19469072147416644,0.8335758557336359,0.12855586038803044,0.03786828387833358,0.06824281666907069
1.17,Chlorella,Upper,0.7266965373648478,0.2842913204159305,0.09157244144420237,-0.1208159225784404,0.9518939440023917,0.2738541149176211,0.09571815487730878,0.08326117399496587
1.24,Brachionus,Lower,2.3911109882706367,0.11586383939511925,0.07893622707786092,-0.04094685654238391,0.44319413086933274,0.03222392595880499,0.12132702134240263,0.20982288142540795
1.24,Brachionus,Mean,2.5609965003331645,0.1583849498026015,0.11599944067708749,-0.014576080162770514,0.6426625114709617,0.11519083538369053,0.24214665314534795,0.2369534051878915
1.24,Brachionus,Upper,2.7161095856145634,0.19663664622741206,0.15161016733572105,0.012959328863622907,0.818224085225845,0.22668489654529003,0.3758764826595392,0.2619874421579684
1.24,Chlorella,Lower,0.1391251464323219,0.40712517341567217,0.1853167771525695,-0.25482422631778723,0.3779737440419866,0.22164942704364252,9.742703019522928e-08,0.01960163345279235
1.24,Chlorella,Mean,0.1504896758592495,0.4432424505331499,0.23477490095646236,-0.21853252035009868,0.5944144348816617,0.4055095732717902,7.59918465481655e-05,0.02468930337158396
1.24,Chlorella,Upper,0.16227618732464794,0.4770956958051297,0.28247349724977344,-0.18230742775241018,0.79063466054539,0.6050711398080467,0.0002268313232956682,0.030423841881162473
1.37,Brachionus,Lower,0.37637211734034753,0.3157798112518618,0.18761485307311843,-0.0607315721828537,0.707883323432229,0.023014255186799507,0.01886446388390135,0.03540654657820772
1.37,Brachionus,Mean,0.4001177456072762,0.33795137117866453,0.2235482175161906,-0.029196665188098308,0.8284863287224782,0.10752299855850803,0.06399067271901362,0.040495978281320164
1.37,Brachionus,Upper,0.4226137685099497,0.35880217810645737,0.25783877478036404,0.004974152177403827,0.9287820513380565,0.2214344573098872,0.11915818566588507,0.04533263010996005
1.37,Chlorella,Lower,0.13043216020238593,0.27204779853295064,0.2840538250820584,-0.2854221191977598,0.11231669221723685,0.4577570339920733,0.010248129507710925,0.018223958736608734
1.37,Chlorella,Mean,0.1410504511643475,0.3126340688645417,0.31578870415586613,-0.24394058799623722,0.25783063518848015,0.6502869273711549,0.09188243744036474,0.021732867330230575
1.37,Chlorella,Upper,0.15212169732255396,0.35378755671610657,0.34630402320018794,-0.19726447996176688,0.41619123527578944,0.8488286023836229,0.2003502971625374,0.025423834380751173
