Dilution rate,Species,Sample,Variance,Lag-1 AC,Lag-2 AC,Lag-10 AC,AIC fold,AIC hopf,AIC null,Smax
0.04,Brachionus,1,2.625792533809502,0.3920125437350077,0.3968529001431186,-0.09401453835593115,6.793802678600474e-08,0.9999999320508695,1.1103837243326117e-11,0.4150769970776946
0.04,Brachionus,2,2.625792533809501,0.37569505990429325,0.3884807173924244,-0.07021581115698891,1.7290988893221566e-07,0.9999998270869624,3.1485495686520133e-12,0.430485276736956
0.04,Chlorella,1,0.018333547854433866,0.494884626965057,0.3500379272773803,-0.20597989866338587,1.09857422548078e-08,0.9999999890141446,1.1316576676457263e-13,0.002884148584344151
0.04,Chlorella,2,0.01833354785443387,0.4884016053138309,0.3845808674013054,-0.20834419102889887,1.222106496950138e-12,0.9999999999987779,6.345507562512312e-18,0.0031811509981437315
0.07,Brachionus,1,9.877564671410958,-0.38642764175310557,0.24424186561565808,-0.22837590908172917,3.206959307390581e-17,0.9999999999999964,3.4753484846107266e-15,2.0342610392870615
0.07,Brachionus,2,9.167216206501415,-0.2776609006665544,0.030975198879023183,0.18283242246285844,1.4412742490171934e-05,0.9928894106868441,0.007096176570665603,1.1036348604915114
0.07,Chlorella,1,0.021300521827038926,0.02421974099877272,-0.032144360323918694,0.042634573319318976,0.005249902032185773,1.3570105590535583e-05,0.9947365278622237,0.00158976277842965
0.07,Chlorella,2,0.02130052182703894,-0.024986434431338158,-0.10865364268322315,0.07013852935995753,0.026086592574344605,0.05585725226803487,0.9180561551576205,0.0018642307088312631
0.12,Brachionus,1,8.094829917667695,0.06471797617710252,0.09566874221326897,0.09710719334809317,0.307687647082934,6.413645852405189e-06,0.6923059392712136,0.8030171344936126
0.12,Brachionus,2,8.0948299176677,0.08856567185318401,0.05094213429361912,0.07811045293816218,0.013930062083976362,0.9858947620447394,0.0001751758712841731,0.901419051630135
0.12,Chlorella,1,0.023924541460464445,0.49429048279060817,0.3287143131476433,0.13959637870983832,0.9999990803439212,9.196342617714919e-07,2.1816922008325016e-11,0.0026338391671579487
0.12,Chlorella,2,0.023924541460464445,0.49977404378101975,0.3219094840899744,0.08795905961463293,0.9999999951369869,1.126791561572962e-09,3.736221447511085e-09,0.0037014130069427673
0.32,Brachionus,1,29.733891185940664,-0.07169321928089276,0.016955680422673848,-0.21629684807843944,2.8227533184215604e-06,0.9704346167497937,0.02956256049688804,4.35338200392675
0.32,Brachionus,2,28.03855729851795,-0.0849217995100918,0.08477326460504421,-0.301101332164838,0.006205071403975665,0.2311485458288595,0.7626463827671649,2.394666766451151
0.32,Chlorella,1,0.020703214848220297,0.3504744233649959,0.04880735774166127,-0.12931481672053177,6.103922130521784e-10,0.9999999993717146,1.789331368616515e-11,0.003077361947644324
0.32,Chlorella,2,0.018155209863532196,0.3085037679089011,0.05078043773425037,-0.06903165825358064,0.8865091088350692,4.057735676693329e-08,0.11349085058757404,0.0017798074007896536
0.64,Brachionus,1,14.935258071922417,0.7506014440277459,0.7215922601019237,0.13920316778805855,0.9999991604265067,1.0007731672704546e-07,7.394961765919537e-07,2.6936694239884402
0.64,Brachionus,2,12.379943025767213,0.6017588460362192,0.626567867960228,0.21042203764847578,9.713655114674254e-19,1.0,6.601635587259159e-26,2.848216611662502
0.64,Chlorella,1,0.3783628283359786,0.8253957446322667,0.729245776598295,0.3368855319793084,0.9999999949977028,4.7283169691330204e-09,2.739802752665181e-10,0.0442427295229792
0.64,Chlorella,2,0.4575576326045,0.8323768133365546,0.7249741598942592,0.14366245883210838,0.9999999999999998,1.2231036383441265e-16,7.159237770568944e-22,0.10338385390110932
0.67,Brachionus,1,17.858689207469762,0.5861784071237818,0.5022748208669953,0.20872081894260938,0.9999999999997886,2.519742518269476e-14,1.8618879124355202e-13,3.066361210487732
0.67,Brachionus,2,17.86516567156746,0.6333272537982122,0.5100140637717652,0.07508333750118246,0.9999999999980977,2.2676161027673025e-13,1.6755680580707477e-12,4.513620878503384
0.67,Chlorella,1,0.2886180807970647,0.7033622808405375,0.6423426971092002,0.2787441770417243,0.0015147527519298746,0.9984852472479944,7.574204212572055e-14,0.04110318311549756
0.67,Chlorella,2,0.3768578931233665,0.7734391889494602,0.7235023333013998,0.4277808771021646,1.0,3.108652134060884e-19,5.687797761641117e-19,0.050347194089699746
0.69,Brachionus,1,19.517765675919385,0.33555860679414723,0.15254125742690186,-0.2488087118407246,0.9963622407849341,0.00043362582219873014,0.0032041333928671425,4.285645339432439
0.69,Brachionus,2,19.51776567591937,0.3365774891357943,0.17557891974582632,-0.29307507349911466,1.7648100065790005e-09,0.9999999982350081,1.81952208702376e-13,3.292870060320999
0.69,Chlorella,1,0.6671344874274907,0.8893304466551338,0.6887042905076007,-0.5354756456902285,3.870624203345736e-32,1.0,1.4223239275025261e-37,0.27292466419774386
0.69,Chlorella,2,0.6671344874274905,0.8941701714983155,0.7060702881013478,-0.5827607080742927,9.57505483005018e-31,1.0,5.657335448785405e-38,0.2021267212506504
0.95,Brachionus,1,3.6848413061920287,0.8248740364309154,0.68943571164903,-0.5269540002803315,0.9999999999996685,3.3160546960311846e-13,2.5214394222483458e-17,0.7894267766106756
0.95,Brachionus,2,3.6848413061920287,0.8161800162181572,0.6922848889425919,-0.6493926985507695,5.251679278106136e-34,1.0,2.216170354713954e-38,1.6237740617837426
0.95,Chlorella,1,0.6370714643795157,0.829549656633598,0.5131367423578022,-0.16675384687127276,9.655324332710133e-43,1.0,4.5517770872747966e-45,0.15457032863714004
