Dilution rate,Species,,Variance,Lag-1 AC,Lag-2 AC,Lag-10 AC,AIC fold,AIC hopf,AIC null,Smax
0.04,Brachionus,Lower,2.625792533809501,0.37569505990429325,0.3884807173924244,-0.09401453835593115,6.793802678600474e-08,0.9999998270869624,3.1485495686520133e-12,0.4150769970776946
0.04,Brachionus,Mean,2.6257925338095016,0.38385380181965045,0.3926668087677715,-0.08211517475646003,1.204239578591102e-07,0.999999879568916,7.126193405989065e-12,0.42278113690732533
0.04,Brachionus,Upper,2.625792533809502,0.3920125437350077,0.3968529001431186,-0.07021581115698891,1.7290988893221566e-07,0.9999999320508695,1.1103837243326117e-11,0.430485276736956
0.04,Chlorella,Lower,0.018333547854433866,0.4884016053138309,0.3500379272773803,-0.20834419102889887,1.222106496950138e-12,0.9999999890141446,6.345507562512312e-18,0.002884148584344151
0.04,Chlorella,Mean,0.01833354785443387,0.49164311613944395,0.36730939733934287,-0.20716204484614237,5.493482180652375e-09,0.9999999945064613,5.658605613606757e-14,0.003032649791243941
0.04,Chlorella,Upper,0.01833354785443387,0.494884626965057,0.3845808674013054,-0.20597989866338587,1.09857422548078e-08,0.9999999999987779,1.1316576676457263e-13,0.0031811509981437315
0.07,Brachionus,Lower,9.167216206501415,-0.38642764175310557,0.030975198879023183,-0.22837590908172917,3.206959307390581e-17,0.9928894106868441,3.4753484846107266e-15,1.1036348604915114
0.07,Brachionus,Mean,9.522390438956187,-0.33204427120983,0.13760853224734063,-0.022771743309435363,7.206371245102002e-06,0.9964447053434202,0.0035480882853345394,1.5689479498892864
0.07,Brachionus,Upper,9.877564671410958,-0.2776609006665544,0.24424186561565808,0.18283242246285844,1.4412742490171934e-05,0.9999999999999964,0.007096176570665603,2.0342610392870615
0.07,Chlorella,Lower,0.021300521827038926,-0.024986434431338158,-0.10865364268322315,0.042634573319318976,0.005249902032185772,1.3570105590535583e-05,0.9180561551576205,0.00158976277842965
0.07,Chlorella,Mean,0.021300521827038933,-0.0003833467162827186,-0.07039900150357092,0.056386551339638255,0.01566824730326519,0.0279354111868127,0.9563963415099221,0.0017269967436304564
0.07,Chlorella,Upper,0.02130052182703894,0.02421974099877272,-0.032144360323918694,0.07013852935995753,0.026086592574344605,0.05585725226803487,0.9947365278622237,0.0018642307088312631
0.12,Brachionus,Lower,8.094829917667695,0.06471797617710252,0.05094213429361912,0.07811045293816218,0.013930062083976362,6.413645852405189e-06,0.0001751758712841731,0.8030171344936126
0.12,Brachionus,Mean,8.094829917667699,0.07664182401514327,0.07330543825344404,0.08760882314312768,0.16080885458345517,0.4929505878452959,0.3462405575712489,0.8522180930618738
0.12,Brachionus,Upper,8.0948299176677,0.08856567185318401,0.09566874221326897,0.09710719334809317,0.307687647082934,0.9858947620447394,0.6923059392712136,0.901419051630135
