Dilution rate,Species,,Variance,Lag-1 AC,Lag-2 AC,Lag-10 AC,AIC fold,AIC hopf,AIC null,Smax
0.04,Brachionus,Lower,2.560961819864598,0.3680926957612307,0.3653343242418313,-0.14015845179790068,0.1755830293167774,0.6506442350983528,0.0010340875052095024,0.36333432766466367
0.04,Brachionus,Mean,2.59273675835348,0.3808263875115053,0.3749662676998392,-0.11253142159411988,0.2591392762983583,0.7322986703709637,0.008562053330678138,0.38173773234390784
0.04,Brachionus,Upper,2.623816695742134,0.3945107261987998,0.3835322231044068,-0.0837564827293372,0.34264459778925,0.8151385698298788,0.020778239840818558,0.40003096715441927
0.04,Chlorella,Lower,0.017438361386626067,0.46074414260560487,0.32120004872896074,-0.20406061946678752,0.02682168730762361,0.8742801778808189,2.4601454207206027e-06,0.0028144181475998013
0.04,Chlorella,Mean,0.017706489216228576,0.47802603530920157,0.33277162117442427,-0.17781255952434982,0.07127176840063107,0.9286812722594512,4.695933991783248e-05,0.002949628290889032
0.04,Chlorella,Upper,0.017964669562797006,0.49341063113738004,0.3423254292193079,-0.14973969147056454,0.12190417968213943,0.9698524021805063,0.00011652309678959261,0.0030796887260544793
0.07,Brachionus,Lower,9.07549018845638,-0.3656054960313521,0.16183630739849175,-0.08888846009496931,0.0012040350401498708,0.7551738192477959,0.14226549779046344,0.6037291280582856
0.07,Brachionus,Mean,9.35385059795936,-0.3549713105515239,0.17522619974950587,-0.060182675481494294,0.0020963869799165793,0.8075703324290526,0.19033328059103088,0.6432737326150769
0.07,Brachionus,Upper,9.632335184129328,-0.34372681188715104,0.1897088656196997,-0.03208781054066909,0.0031378861897049795,0.8603110519367988,0.24337774989917074,0.6882349008919877
0.07,Chlorella,Lower,0.020629285712255207,0.0012645314610046686,-0.06331223454450849,0.03115365414273046,0.06578517740897201,0.5201049766631419,0.24054032178534832,0.0018709398333409467
0.07,Chlorella,Mean,0.021134742781507527,0.0109398522526794,-0.05199899067219131,0.04715904389663745,0.10007328072876887,0.6006579886157719,0.2992687306554593,0.0019559061087346136
0.07,Chlorella,Upper,0.021616111479517135,0.020978007764863003,-0.039547602651467964,0.06393490974329755,0.13908298599609267,0.6841543422184118,0.36750163619301446,0.0020403478745099467
0.12,Brachionus,Lower,7.835230148897401,0.07131227102453816,0.042861067202177576,0.060281731728219004,0.1934021209791334,0.3945054702945171,0.20361119119698062,0.7357646664767036
0.12,Brachionus,Mean,8.109645991084726,0.09345405648470137,0.05522303360639147,0.0742674630622174,0.2668808995218892,0.4721098959308586,0.2610092045472522,0.780730998700657
0.12,Brachionus,Upper,8.382075904870156,0.115759973889588,0.06698555039101138,0.08856023372821431,0.34385533364147747,0.5495655997889718,0.31940680106301317,0.8267527747157511
0.12,Chlorella,Lower,0.023275147957374953,0.442990701952051,0.2757656646937562,0.03452081990514906,0.6003085344404279,0.21857762397922034,0.003526920092681914,0.0026850233242218186
0.12,Chlorella,Mean,0.024404142456732093,0.46210327257285455,0.29366648876398965,0.0565664984378979,0.6874005754086672,0.2959970118212048,0.016602412770127927,0.002970585700757587
0.12,Chlorella,Upper,0.025617367464456194,0.48018775658114593,0.31130944224488794,0.07804442586002416,0.768951664183338,0.3758483064218773,0.038609175645588203,0.003253043072731543
0.32,Brachionus,Lower,28.108983377437877,-0.0768119591089347,-0.030632260582597888,-0.15508581359780366,0.10295515940817392,0.29479994334177123,0.3931784715774453,2.068291815796253
0.32,Brachionus,Mean,29.865229475241172,-0.062321911392998974,-0.011527529258628546,-0.13216463858668112,0.15536592655426149,0.37254526085347595,0.47208881259226276,2.2374304820556272
0.32,Brachionus,Upper,31.742558360482388,-0.0478963780783535,0.007516592991837052,-0.10962182195953611,0.21012414513215277,0.4550154704216613,0.5417711600937959,2.423355632162366
0.32,Chlorella,Lower,0.0176015662760105,0.2746989295122317,-0.016885413655311692,-0.07278166534781193,0.15286879056477556,0.5269311680231048,0.10968308372028247,0.0022384980922855566
0.32,Chlorella,Mean,0.017905609367859895,0.2845945269790624,-0.0064725810482526795,-0.058602757010196,0.21812913263184927,0.620683819623116,0.1611870477450347,0.0024000578503866306
