Realisation number,Variable,index,Lag-3 AC,Lag-6 AC,Smax,Standard deviation,Lag-1 AC,Coefficient of variation,Variance,Skewness,Kurtosis
32,Brachionus,0,-0.43719264161253113,0.12573614231072797,-0.3684210526315789,-0.39347944872806756,-0.5419828789994536,-0.39408657640701844,-0.39347944872806756,-0.4479995142978569,-0.3309452977961265
33,Chlorella,0,-0.15767105822354444,0.2750895513326453,0.40350877192982454,0.4804201323538341,0.39481512962175946,0.5025195798676463,0.4804201323538341,-0.5359116022099447,-0.5147835589824541
33,Brachionus,0,-0.22154089004917737,0.2154696132596685,0.391812865497076,0.34988768137939413,0.45382794001578536,0.3434521279825148,0.34988768137939413,0.24436889077773058,0.03782405439864004
34,Chlorella,0,-0.6221237326209702,-0.03843118207759092,-0.7309941520467835,-0.5778034120575557,-0.6870863942687149,-0.5604395604395606,-0.5778034120575557,0.1375144192823751,0.4265071944629956
34,Brachionus,0,-0.273511019367373,-0.1287717807054824,-0.38011695906432746,-0.5847246675975958,-0.48649140914334293,-0.597231497783984,-0.5847246675975958,-0.5648108797280068,0.3551089794183717
35,Chlorella,0,0.25226155060409206,0.7152571185720358,-0.05263157894736842,-0.09282982211159008,0.18511322931212434,-0.0458381397607917,-0.09282982211159008,0.4092647683807905,0.38157974622063023
35,Brachionus,0,0.4186145346366342,0.5858174974197073,0.005847953216374269,-0.008681925808997633,0.3394450853014389,-0.04984518244186753,-0.008681925808997633,-0.6408232651326575,0.40635055552182625
36,Chlorella,0,0.7604274178859816,-0.3478234472709611,0.04093567251461988,-0.15354259000667844,0.7216926719689152,-0.21996235808390507,-0.15354259000667844,0.777305567360816,0.15536397304353106
36,Brachionus,0,0.817740270778945,0.35000910691518433,-0.07602339181286549,0.03442413939651509,0.6584299678222331,0.10703660979904074,0.03442413939651509,-0.866553336166596,0.6682654362212375
37,Chlorella,0,-0.18474895270475383,-0.08870135389472407,-0.04093567251461988,0.16908505858782105,0.06733045959565297,0.12695039766862973,0.16908505858782105,-0.3208669783255419,0.791026652905106
37,Brachionus,0,0.1900916762795216,-0.14929269625402225,-0.017543859649122806,0.23526197559346734,0.3385951065509077,0.2718110618663105,0.23526197559346734,0.5142978568392933,0.7610345455649323
38,Chlorella,0,-0.4334284500030357,-0.27654665776212745,-0.38011695906432746,-0.40112925748284867,-0.31940987189605974,-0.34138789387408175,-0.40112925748284867,-0.62880213708943,0.2228765709428693
38,Brachionus,0,-0.40295064051970136,-0.5447756663226277,-0.3216374269005848,-0.3280310849371623,-0.3421164470888228,-0.37053002246372413,-0.3280310849371623,0.7405136300163926,-0.545018517394208
39,Chlorella,0,-0.3354380426203631,0.6570942869285412,-0.34502923976608185,-0.2287049966607978,-0.12998603606338416,-0.13107886588549572,-0.2287049966607978,0.6243093922651934,-0.46244915305688794
39,Brachionus,0,-0.010746159917430637,0.593103029567118,-0.2631578947368421,-0.3322809786898185,-0.1917916337805841,-0.3974864914091434,-0.3322809786898185,-0.599295731892417,-0.654908627284318
40,Chlorella,0,0.15499969643616054,0.1166292271264647,-0.4152046783625731,-0.7178070548236295,-0.1193005889138486,-0.7022645862424869,-0.7178070548236295,0.14030720660554916,0.7383279703721694
40,Brachionus,0,0.5142978568392933,0.16386376054884344,-0.13450292397660818,-0.5860603484912877,0.03199562868071156,-0.5859389229554977,-0.5860603484912877,0.614352498330399,0.37186570335741614
41,Chlorella,0,-0.3764798737174428,-0.12682897213283953,-0.2631578947368421,-0.4668204723453343,-0.46633477020217357,-0.4636634084147897,-0.4668204723453343,-0.15864246250986583,0.8140975047052396
41,Brachionus,0,-0.2338048691639852,-0.19944144253536522,-0.23976608187134502,-0.44326391840204,-0.4818772387833162,-0.43937830125675437,-0.44326391840204,0.26246129561046694,0.5195191548782709
42,Chlorella,0,-0.3565660858478538,-0.3558375326331128,0.5321637426900584,0.6579442656790724,0.118207759091737,0.6342662861999879,0.6579442656790724,0.050816586728188944,-0.5138121546961326
42,Brachionus,0,-0.23890474166717263,-0.43779976929148207,0.5087719298245613,0.6800437131928845,0.30046748831279224,0.6944933519519156,0.6800437131928845,0.3201384251108008,-0.6022099447513812
43,Chlorella,0,-0.34551636209094777,-0.6910934369497906,-0.7777777777777777,-0.7012931819561654,-0.26828972132839535,-0.7084572885677859,-0.7012931819561654,-0.2937890838443325,0.6919434157003218
43,Brachionus,0,-0.5814461781312611,-0.6234594135146622,-0.7894736842105262,-0.7621273753870439,-0.619209519762006,-0.7375994171574283,-0.7621273753870439,0.4867342602149233,0.8021978021978022
44,Chlorella,0,-0.700321777669844,-0.7043288203509199,-0.3333333333333333,-0.12646469552546902,-0.5764677311638639,-0.12828607856232166,-0.12646469552546902,-0.7945479934430211,-0.28176795580110503
44,Brachionus,0,-0.7560560985975351,-0.815797462206302,-0.4619883040935673,-0.4602634934126647,-0.569060773480663,-0.44435674822415155,-0.4602634934126647,0.7626130775302047,0.14759273875295975
45,Chlorella,0,0.7819197377208428,0.5638394754416854,0.8596491228070176,0.6159310302956713,0.8298828243579626,0.6677797340780767,0.6159310302956713,0.5429542832857751,0.17588488859207094
45,Brachionus,0,0.7628559286017851,0.7272782466152633,0.8362573099415204,0.7348066298342542,0.8501608888349221,0.7252140125068303,0.7348066298342542,-0.35377329852467976,-0.0672090340598628
46,Chlorella,0,-0.06684475745249227,0.476898791815919,0.005847953216374269,-0.08032299192520188,0.13569303624552245,-0.10387954586849615,-0.08032299192520188,0.3376237022645863,0.7181713314310001
46,Brachionus,0,0.04462388440288993,0.4708275150264101,0.005847953216374269,-0.1542711432214195,0.03575982029020703,-0.15451399429299983,-0.1542711432214195,-0.6279521583388987,0.7445206726974684
47,Chlorella,0,0.44751381215469616,-0.45407079108736575,0.017543859649122806,0.27472527472527475,0.4953554732560258,0.3138242972497116,0.27472527472527475,-0.6387590310242245,-0.4146074919555583
47,Brachionus,0,0.13702871713921438,-0.41667172606399133,0.12280701754385964,0.41655030052820113,0.4278428753566876,0.40902191730921017,0.41655030052820113,0.8028049298767531,0.2290692732681683
48,Chlorella,0,0.09465120514844272,-0.643980329063202,0.07602339181286549,-0.3541375751320503,0.44387104608099087,-0.3541375751320503,-0.3541375751320503,-0.38716532086697836,0.6098597535061624
48,Brachionus,0,0.004917734199502155,-0.6570942869285412,-0.15789473684210525,-0.210976868435432,0.31588853135814465,-0.18584178252686542,-0.210976868435432,-0.29184627527168966,0.5710035820533059
49,Chlorella,0,0.5821747313460022,0.07631594924412605,0.4269005847953216,0.23246918827029325,0.8021978021978022,0.1953129743184992,0.23246918827029325,0.6683868617570276,-0.5813247525954708
49,Brachionus,0,0.36397304353105464,0.30653876510230105,0.3216374269005848,0.3235383401129258,0.5230404954161861,0.34163074494566215,0.3235383401129258,-0.7066359055309333,-0.5746463481270111
50,Chlorella,0,0.21474106004492746,-0.7888409932608829,0.6023391812865496,0.5390686661404893,0.430878513751442,0.5429542832857751,0.5390686661404893,-0.21073401736385164,0.2713253597231498
50,Brachionus,0,-0.4853985793212313,-0.7547204177038431,0.48538011695906425,0.5316617084572886,0.14394997267925447,0.5407686236415519,0.5316617084572886,0.33507376601299255,0.6001457106429482
51,Chlorella,0,0.5991743063566269,-0.09331552425475079,0.6023391812865496,0.5167263675550968,0.7451278003764192,0.48491287717807063,0.5167263675550968,0.07267318317042075,-0.014996053670086822
51,Brachionus,0,0.5329973893509806,0.3492805537004432,0.6842105263157894,0.601967093679801,0.6216380304778095,0.6075526683261491,0.601967093679801,0.21814097504705243,-0.03442413939651509
52,Chlorella,0,0.2484973589945966,0.7694129075344546,0.25146198830409355,-0.36846578835529115,-0.11541497176856294,-0.2724181895452614,-0.36846578835529115,0.16750652662254875,0.07886588549571977
52,Brachionus,0,0.46172059984214686,0.8399611438285471,0.4619883040935673,-0.005282010806872686,0.2653755084694312,-0.04571671422500152,-0.005282010806872686,-0.029931394572278554,-0.16155667536883006
53,Chlorella,0,0.4828486430696376,-0.4743488555643252,-0.5906432748538012,-0.5973529233197742,0.2057555703964544,-0.6048813065387652,-0.5973529233197742,0.5861817740270779,-0.661101329609617
53,Brachionus,0,0.18353469734685204,-0.058587821018760255,-0.6140350877192983,-0.6402161374537065,-0.5059194948697712,-0.6352376904863093,-0.6402161374537065,-0.5688179224090827,-0.7039645437435493
54,Chlorella,0,-0.7752413332523831,-0.1781919737720843,-0.7660818713450293,-0.8172545686357842,-0.7332280978689819,-0.8166474409568334,-0.8172545686357842,-0.4841843239633295,-0.07230890656305021
54,Brachionus,0,-0.6823507983728979,-0.626737902980997,-0.7192982456140351,-0.8179831218505254,-0.6793151599781434,-0.8210187602452796,-0.8179831218505254,0.49365551575496336,-0.13581446178131262
55,Chlorella,0,-0.09890109890109891,0.36227308602999214,0.06432748538011696,0.3441806811972558,-0.4172788537429422,0.3321595531540283,0.3441806811972558,-0.859024952947605,-0.6765223726549694
55,Brachionus,0,0.1500212494687633,0.21850525165442294,0.2631578947368421,0.28868921134114506,-0.23708335863031998,0.2946390625948637,0.28868921134114506,0.8308542286442839,-0.6692368405075588
