Dilution rate,Species,,Variance,Lag-1 AC,Lag-2 AC,Lag-10 AC,AIC fold,AIC hopf,AIC null,Smax
0.04,Brachionus,Lower,2.538715244502499,0.3536161011882774,0.34871136213760356,-0.142804361615824,0.1703753016771149,0.6495205172866549,0.0011667605638572374,0.3145400061652705
0.04,Brachionus,Mean,2.5653302235260695,0.366371525110217,0.3576153049610471,-0.11315243501285378,0.24769867437637727,0.7359131735816049,0.016388152042017715,0.3370974720838763
0.04,Brachionus,Upper,2.594076177117389,0.3790468361023923,0.36638063744191685,-0.08713156290731704,0.32586821617502426,0.8160674984000841,0.036110845404871,0.361455711128251
0.04,Chlorella,Lower,0.0171902346875292,0.45184295217087334,0.3139107760594209,-0.19014558330831577,0.11055409566404249,0.7472260789850932,0.0002382917088340344,0.002228834490688732
0.04,Chlorella,Mean,0.01752595886129619,0.4682223807140565,0.32139247692528417,-0.1581436305111692,0.17663878079517845,0.8159852260485506,0.00737599315627088,0.002393632387915054
0.04,Chlorella,Upper,0.017874784377941124,0.48639890991642865,0.32840102120525383,-0.12752055329637968,0.2531506267802449,0.8839726636059901,0.02093864371397814,0.002565186645947199
0.07,Brachionus,Lower,8.995329775896277,-0.36252327256492733,0.16089305721564928,-0.08195913787095245,2.0946092543955378e-05,0.9763517750679617,0.00386950106820364,1.1151555458682356
0.07,Brachionus,Mean,9.266109330378411,-0.35141063347257123,0.17675069017572967,-0.05381787497441426,0.00011700638486495945,0.9874589488376008,0.012424044777534443,1.2058078781911408
0.07,Brachionus,Upper,9.561367569403394,-0.33946630527872823,0.19244152833284126,-0.02286748349451811,0.0002552979760601812,0.9957780910896694,0.02305626210192356,1.2957854305360736
0.07,Chlorella,Lower,0.020594616609939297,-0.010670448665614736,-0.07440970708886127,0.04984783044156605,0.07088735427185454,0.3356239291766201,0.4426374580498713,0.0018331509994871692
0.07,Chlorella,Mean,0.02124480457029962,0.0012818301051247926,-0.06296433642214887,0.06584700122525979,0.0894879244294446,0.4083048691014977,0.5022072064690577,0.0019522427514874403
0.07,Chlorella,Upper,0.021880574851705335,0.012351471676396834,-0.05230727791769218,0.08253608284728699,0.11058015132224226,0.4854884181210691,0.5640296947109897,0.002065938071205208
0.12,Brachionus,Lower,7.874804367471464,0.06761711247612469,0.043765978689242764,0.08088744313098771,0.18780596778470762,0.30510324496955243,0.28727740949610775,0.6313977738857334
0.12,Brachionus,Mean,8.113302383322486,0.08784479676314025,0.0540909528394481,0.09267710809259778,0.25055372111535607,0.3932617262997322,0.35618455258491166,0.6688450502008828
0.12,Brachionus,Upper,8.354230346376317,0.1102431553748105,0.0646765487914368,0.10399525577533766,0.32526847160188205,0.47092083107026517,0.4256359512377046,0.7126254876832133
0.12,Chlorella,Lower,0.020403653716945167,0.4189998381180587,0.286941995490825,0.053807749927450466,0.5768592278907451,0.2286678349246032,0.009654962382400982,0.002413901260539188
0.12,Chlorella,Mean,0.021910428083487306,0.4430857313200016,0.3033165857065924,0.0724021484472667,0.6582355303804931,0.30972061869043493,0.03204385092907192,0.002721523602242135
0.12,Chlorella,Upper,0.023387715520136715,0.4654329502919079,0.32028166046769435,0.09297600329177302,0.7457965660015422,0.40109296563238694,0.060207596120374164,0.0030420907688808855
0.32,Brachionus,Lower,27.31536880605721,-0.07398940866533582,-0.04790219045518858,-0.1631250151279962,0.03853600628120198,0.42847706235259003,0.35854719366961496,1.9659727754037803
0.32,Brachionus,Mean,28.85011034407705,-0.060000347762982666,-0.0263208623782544,-0.139662738831751,0.07316254215019974,0.5011130136230665,0.42572444422673383,2.168504979060999
0.32,Brachionus,Upper,30.493643686941375,-0.04419984204452596,-0.006686323578020156,-0.11476717026177134,0.11119328861222624,0.5809347290631749,0.4948432997808926,2.393876446769084
0.32,Chlorella,Lower,0.01736805729074888,0.26625393179004414,-0.02425891473211839,-0.08455413786116411,0.1732623223748585,0.6195947073655733,0.025968967316195073,0.0017063003989027654
0.32,Chlorella,Mean,0.01773956649532262,0.27775320844343193,-0.014294541025374072,-0.0693702013025936,0.24253407280432218,0.7113320782484139,0.04613384894726382,0.0018457761743500098
0.32,Chlorella,Upper,0.01812334976727699,0.28877057809663464,-0.004376647760984932,-0.05350945424368371,0.32229675238429906,0.7929010412665618,0.07053316213747746,0.0019812913563071015
0.64,Brachionus,Lower,12.0916544892522,0.679936840571091,0.6292970800652831,0.08824685465579954,0.11969115325622535,0.7334427522430298,1.2002994488082544e-10,3.114581290216673
0.64,Brachionus,Mean,12.991758525175978,0.6911608372241064,0.6501307224389518,0.11388855514300579,0.18887879336989033,0.8111204540127863,7.526173233074902e-07,3.523488589237447
0.64,Brachionus,Upper,13.807945760200356,0.7021186803061183,0.6694135244753564,0.13880162934761328,0.2645967820342246,0.8801489959852875,2.1157486841291496e-06,3.9434487989513207
0.64,Chlorella,Lower,0.3171952331267577,0.7414990965539535,0.6461173548081948,-0.0020034493688532383,0.22069666097555682,0.6014354222970797,4.3661023697418344e-14,0.07041994518651562
0.64,Chlorella,Mean,0.34843701643428887,0.7653709746602446,0.6682519431176293,0.02839113713396897,0.30796554149321126,0.6914665269769309,0.0005679315298579188,0.08256161384907984
0.64,Chlorella,Upper,0.3796296873513685,0.7877833510874607,0.6905858274595077,0.05938464377255911,0.3983154297586036,0.7794500695136395,0.0017035416640499435,0.09398355812452933
0.67,Brachionus,Lower,14.605196646806236,0.4602438552098617,0.3530912700283362,0.04026772258964371,0.4226005583094779,0.36991888423237634,0.0003930300107291578,1.8172705620384677
