Delta,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Lag-6 AC,Coefficient of variation,Skewness,Kurtosis,AIC fold,AIC hopf,AIC null,Coherence factor,Params fold,Params hopf,Params null,Smax
0.19,0.002061002069491734,0.7445939291247812,-0.7425329270552894,1.0122193929410583,1.0245880994459646,0.7538093375479248,0.3318546270362549,-0.0908704272854353,-0.5328040386299252,1.3596069376944648,0.9745856481629682,-0.7394941524192004,1.2740116526585166e-22,1.0,1.010466600018872e-24,0.5395759988575282,"{'sigma': 0.8249707810302489, 'lam': -0.9806764714775342}","{'sigma': 0.19680506229181427, 'mu': -0.0902421518457639, 'w0': 0.4938743275748668, 'delta': 0.22725315739949337, 'psi': 0.2}",{'sigma': 0.4848395386312031},0.35971733257168553
0.2,2.6006580451656323,0.8111702295836182,1.7894878155820142,1.1083303646155702,1.228396197128883,0.7696115817649167,0.37497473007010995,-0.02975666878528304,-0.5293397632317697,1.3663599771938424,0.9456885486117221,-0.834174575599333,1.557771432146315e-22,1.0,6.108866127334249e-25,0.6433969423831831,"{'sigma': 0.8780542239935604, 'lam': -0.9262618892814105}","{'sigma': 0.2246583986369597, 'mu': -0.09630621832721498, 'w0': 0.45774634936419933, 'delta': 0.17320884554388916, 'psi': 0.2}",{'sigma': 0.5325301017471334},0.4289312949221222
0.21,0.3643919363547424,0.8535918516196978,-0.4891999152649554,1.1659282546690353,1.359388695035583,0.7761430438667581,0.39381063313545006,-0.0033027466442631186,-0.5298513286618292,1.3658797114006822,0.9329943135136298,-0.8664770783232523,1.327592232233415e-22,1.0,4.131849178328986e-25,0.7073268247231603,"{'sigma': 0.9104404637499385, 'lam': -0.9044032523646641}","{'sigma': 0.23051523279990316, 'mu': -0.0910416178654605, 'w0': 0.44367097119272075, 'delta': 0.1746877721724316, 'psi': 0.2}",{'sigma': 0.5593789336444539},0.471551216482107
0.22,2.4436510291694558,0.8761268334244648,1.567524195744991,1.1789711232365307,1.389972909425607,0.7784454567809237,0.38756281208773347,-0.019204686511881373,-0.5437625112618302,1.3456352417497244,0.8987208972036775,-0.9339668244340449,3.905236875775802e-23,1.0,1.703391129685508e-25,0.7374626224534844,"{'sigma': 0.9259179595386625, 'lam': -0.9167798030033327}","{'sigma': 0.23472346185258952, 'mu': -0.0934622135415204, 'w0': 0.454912905892216, 'delta': 0.17877803729765085, 'psi': 0.2}",{'sigma': 0.5639258091396143},0.49164174830232305
0.23,0.00018838200064839005,0.9050073903135832,-0.9048190083129348,1.2111424747211803,1.466866094073745,0.7776816693804899,0.3896780980965014,-0.015146720360819455,-0.5485983848798238,1.3382824923469676,0.8838470606506057,-0.9655133838162185,7.074637717443182e-24,1.0,3.1180679182070814e-26,0.7867554238089997,"{'sigma': 0.9525551455437431, 'lam': -0.9139610222748598}","{'sigma': 0.2438006816220375, 'mu': -0.09445579216913358, 'w0': 0.457780598981931, 'delta': 0.1787101942666378, 'psi': 0.2}",{'sigma': 0.5811480982572828},0.5245036158726666
0.24,0.28026210806504154,0.9316583647130073,-0.6513962566479659,1.2395990409128899,1.5366057822321566,0.7826507700770139,0.39622275200982177,-0.008215919364805587,-0.5584336329219555,1.3304413916540985,0.8636774046980716,-1.0070452069792604,2.5885697474781387e-24,1.0,1.2511009369247134e-26,0.8388324794309159,"{'sigma': 0.9745659696186568, 'lam': -0.9090941537099182}","{'sigma': 0.24855650044331234, 'mu': -0.09305709928109973, 'w0': 0.45670089812368186, 'delta': 0.18176294290007333, 'psi': 0.2}",{'sigma': 0.5957015092182221},0.5592216529539441
0.25,0.0012623468350974722,0.9605999208771093,-0.9593375740420118,1.2660551138796374,1.6028955513807817,0.7832731776782668,0.3971087219486795,-0.00742135678827129,-0.5676207712054282,1.3179925980396068,0.8408185078180588,-1.0513698029177814,7.697418391035973e-25,1.0,3.880879035225901e-27,0.8784462653774482,"{'sigma': 0.99562306035915, 'lam': -0.9091437985425093}","{'sigma': 0.25677574771605927, 'mu': -0.0944662329197341, 'w0': 0.4604719156508602, 'delta': 0.18137066365316423, 'psi': 0.2}",{'sigma': 0.6082255370533175},0.5856308435849656
0.26,0.9212655036372128,0.9858405563778508,-0.06457505274063802,1.2895913693156784,1.6630458998134863,0.784786222734768,0.4011865123256231,-0.002870584447415517,-0.577276728484713,1.3082083501475639,0.8188667052512525,-1.0943504302280582,8.86955203426189e-26,1.0,4.381456725094731e-28,0.918995124631148,"{'sigma': 1.0159699748730018, 'lam': -0.9063194059274142}","{'sigma': 0.2650775460152426, 'mu': -0.09554948647143036, 'w0': 0.4623947830203012, 'delta': 0.18009304961073114, 'psi': 0.2}",{'sigma': 0.6216189049410213},0.6126634164207655
0.27,0.06937529002030214,1.0231001988002912,-0.9537249087799891,1.3297371252777936,1.7682008223420504,0.7861070678471465,0.4099366473077634,0.011852054162827043,-0.5824557153263947,1.299618812797715,0.799855436164931,-1.139374817817675,7.129714416768935e-26,1.0,3.884150334453556e-28,0.9820987282725493,"{'sigma': 1.0376896809439546, 'lam': -0.8982406785880803}","{'sigma': 0.2658229508297023, 'mu': -0.09162892359436481, 'w0': 0.45498301346957315, 'delta': 0.1842646149057403, 'psi': 0.2}",{'sigma': 0.6382081674407813},0.654732485515033
0.28,1.2207290963728603,1.0301105206378103,0.19061857573505003,1.3265358684384365,1.759697410253717,0.7801330055721053,0.3941643095895245,-0.013178475402842406,-0.5966425769516818,1.2878205754548202,0.7847832936022532,-1.16297404692892,1.1494566224234312e-26,1.0,9.697581239160322e-29,1.0019190489565528,"{'sigma': 1.0508584477653922, 'lam': -0.9205991725518272}","{'sigma': 0.26438053086255553, 'mu': -0.0915223319056877, 'w0': 0.4759086682618255, 'delta': 0.20550519570745474, 'psi': 0.2}",{'sigma': 0.637432982426255},0.6679460326377021
0.29000000000000004,3.431598002825405,1.0516025860413214,2.3799954167840838,1.3439416141281966,1.8061790621855023,0.7800532257719995,0.3947452511360636,-0.012782796233760456,-0.6027941269331542,1.2780035416574507,0.7717631392080903,-1.1787214795345127,1.6908926554818743e-27,1.0,1.3360593454678549e-29,1.0237888659373655,"{'sigma': 1.0627870923134042, 'lam': -0.9184613805314625}","{'sigma': 0.2692247213058563, 'mu': -0.09191467524934205, 'w0': 0.4798916534030288, 'delta': 0.2083289992549564, 'psi': 0.2}",{'sigma': 0.6455789287165303},0.6825259106249105
0.3,0.003402632889659552,1.0769680383742293,-1.0735654054845698,1.362357435046062,1.8560177808252853,0.7819850990126652,0.3971497497871589,-0.011089420125380842,-0.6162965798989614,1.2650042916333701,0.7467313543189769,-1.2228944766940082,2.086294868958339e-28,1.0,1.8213383543314153e-30,1.0600948537644803,"{'sigma': 1.0782912695023434, 'lam': -0.9196349554931484}","{'sigma': 0.2727413023063028, 'mu': -0.0910972256673559, 'w0': 0.4833429043446436, 'delta': 0.2141954116222542, 'psi': 0.2}",{'sigma': 0.6541123103203904},0.7067299025096537
0.31,0.0006752327146167358,1.0994044313026579,-1.0987291985880412,1.3742362552261285,1.8885252851779328,0.7816585350134899,0.39364711074983405,-0.019087734565192856,-0.6291351692758187,1.2499819254442777,0.72438147081567,-1.2570261063101884,7.443694391581386e-29,1.0,8.43465745162518e-31,1.0913845747834712,"{'sigma': 1.0897223044974116, 'lam': -0.9271927570791938}","{'sigma': 0.2670651321551383, 'mu': -0.0863672131168498, 'w0': 0.4912945573116138, 'delta': 0.2361219250659068, 'psi': 0.2}",{'sigma': 0.657573449493233},0.7275897165223143
0.32,0.24188694291047896,1.1141621289241153,-0.8722751860136363,1.3857981371124455,1.9204364768243243,0.7826183007881207,0.39427085723603883,-0.019131018096829162,-0.6384697557635196,1.2437966660267128,0.7143137272409766,-1.271233138269775,1.2649238997947704e-29,1.0,1.4520348601590297e-31,1.1162061119949935,"{'sigma': 1.104309717317838, 'lam': -0.9282642313704064}","{'sigma': 0.2695694205881727, 'mu': -0.08460177714889272, 'w0': 0.4971622236881118, 'delta': 0.2472055863407856, 'psi': 0.2}",{'sigma': 0.6658663073454448},0.7441374079966625
0.33,0.008210016195496063,1.131163146168153,-1.122953129972657,1.3918191169195688,1.9371604542227685,0.7817449654035102,0.3895264150646079,-0.028178063625114626,-0.6509395711329268,1.2304212510717778,0.6956944926773464,-1.2952271677867333,2.267261526270979e-30,1.0,2.733459049277165e-32,1.1214997513453564,"{'sigma': 1.1153819472732824, 'lam': -0.9342048939213434}","{'sigma': 0.266442381290906, 'mu': -0.07943335991954092, 'w0': 0.5072793925245807, 'delta': 0.27259288583636754, 'psi': 0.2}",{'sigma': 0.669834793067523},0.7476665008969045
0.34,0.0537645106558358,1.148129716573731,-1.0943652059178952,1.3962928954104892,1.9496338497738073,0.7783572026587272,0.380368132940531,-0.04289392568851949,-0.6667274549855167,1.2161441260148476,0.6692657439089963,-1.335083271981928,4.5601032858790594e-31,1.0,7.654759610413014e-33,1.1359538491985235,"{'sigma': 1.1253843012752822, 'lam': -0.9489718261540774}","{'sigma': 0.2463368476440171, 'mu': -0.06483714695095166, 'w0': 0.518258656663129, 'delta': 0.3266967796764062, 'psi': 0.2}",{'sigma': 0.669944804862517},0.7573025661323493
0.35000000000000003,0.0012146332188767706,1.1602323160999384,-1.1590176828810617,1.3972020683275923,1.952173619738902,0.7753040815801774,0.3709269751129367,-0.05938571970111813,-0.6792358546188705,1.2042339194436187,0.6576804555352456,-1.345391169763217,1.3582774018665408e-31,1.0,2.686713108223132e-33,1.1267873674861226,"{'sigma': 1.1366363482101096, 'lam': -0.9626223752902652}","{'sigma': 0.22774050636978616, 'mu': -0.04738050698875207, 'w0': 0.528487101401072, 'delta': 0.3885010088881802, 'psi': 0.2}",{'sigma': 0.671179402523018},0.7511915783240819
0.36000000000000004,0.08295771210019562,1.1742157493703305,-1.0912580372701348,1.3987081956209984,1.9563846164973488,0.7759443298947346,0.3672598463685988,-0.0679011084979267,-0.692287382949161,1.1911271747758283,0.6390263422655926,-1.365121140100656,2.469197593884858e-32,1.0,5.081264545338046e-34,1.1163231428422273,"{'sigma': 1.141748762350548, 'lam': -0.9672667042658216}","{'sigma': 0.21688858660894983, 'mu': -0.03441367906177106, 'w0': 0.5334387338061168, 'delta': 0.4317632396626352, 'psi': 0.2}",{'sigma': 0.6717904531315358},0.744215428561485
0.37,0.0027150793541928183,1.1886389809511266,-1.1859239015969338,1.403802082556753,1.9706602869906766,0.7715901366167166,0.358203979386993,-0.08134983477042487,-0.7028697723983882,1.1810386108404618,0.6277023435578225,-1.3787155012961365,6.669643059387499e-33,1.0,1.5511059427805644e-34,1.1044855875886368,"{'sigma': 1.1536492869674064, 'lam': -0.9785489961877052}","{'sigma': 0.2033281352370886, 'mu': -0.000122346733438361, 'w0': 0.5382266914223959, 'delta': 0.537865217005294, 'psi': 0.2}",{'sigma': 0.674760799760708},0.7363237250590914
0.38,2.048996079666959,1.202608454170069,0.8463876254968901,1.4043718054482157,1.972260167937881,0.7749353551126346,0.35799274003941156,-0.0852898929017171,-0.7178201800362193,1.1676907964849692,0.6064354149271088,-1.3992337684926255,1.443173222066798e-33,1.0,3.657258952247149e-35,1.0994535227137698,"{'sigma': 1.1587347167214457, 'lam': -0.9822998623090684}","{'sigma': 0.20661975946628663, 'mu': -4.1933345480638096e-05, 'w0': 0.5395095222803203, 'delta': 0.5393856298707009, 'psi': 0.2}",{'sigma': 0.6755000434695052},0.7329690151425134
0.39,0.03167710356512814,1.220107224355357,-1.1884301207902288,1.4165639810517996,2.0066535124133233,0.7679966276031889,0.3511710152202147,-0.09323587879757216,-0.7259925900562028,1.1610086667286792,0.5981091712443283,-1.4176003587769415,1.060539859113412e-33,1.0,2.914365663166494e-35,1.092914966454825,"{'sigma': 1.1735996200746368, 'lam': -0.9912083524544419}","{'sigma': 0.21052420596524968, 'mu': -2.6558320669556323e-05, 'w0': 0.5410555008145672, 'delta': 0.54097703404056, 'psi': 0.2}",{'sigma': 0.681620775106871},0.7286099776365502
0.4,2.71163153051898,1.2370357800097678,1.4745957505092122,1.4173950824741088,2.0090088198217857,0.7631386625036309,0.34102449288463155,-0.10805710288414296,-0.7383581921904964,1.1458302143568861,0.5715158179671326,-1.4522614864956722,5.5309194850260345e-34,1.0,1.667763698790907e-35,1.046554401572723,"{'sigma': 1.1825264753148692, 'lam': -1.00355581444387}","{'sigma': 0.214081922326828, 'mu': -1.492985794793178e-05, 'w0': 0.5438758664617344, 'delta': 0.543831756075233, 'psi': 0.2}",{'sigma': 0.6820635409211935},0.6977029343818156
0.41,0.002881259193426652,1.240553221021246,-1.2376719618278194,1.4092183698247644,1.9858964138515667,0.7654257232792349,0.3344257199302485,-0.12372842884422049,-0.7504410924353541,1.1359878734887545,0.5662933622233308,-1.4437475329194547,7.623611115986382e-34,1.0,2.553810570963972e-35,0.9970971633900817,"{'sigma': 1.1831576960390187, 'lam': -1.0137047154207748}","{'sigma': 0.21529497911864381, 'mu': -1.192249345693952e-05, 'w0': 0.5461617779190225, 'delta': 0.5461265528153223, 'psi': 0.2}",{'sigma': 0.677533187343476},0.6647314422600547
0.42,1.4053171290020647,1.2570236118811928,0.1482935171208719,1.414329926013837,2.000329139618305,0.7638372142288155,0.3317027098502507,-0.12840741816124251,-0.7609741578779032,1.125176840404544,0.5499811167905541,-1.4619144388055283,2.267305677595385e-34,1.0,7.988903457986184e-36,0.9803244610159892,"{'sigma': 1.1915162943357034, 'lam': -1.0175324229812293}","{'sigma': 0.21734765340246986, 'mu': -1.002329453236861e-05, 'w0': 0.5475645720330758, 'delta': 0.5475349581280151, 'psi': 0.2}",{'sigma': 0.6808104888870321},0.6535496406773263
0.43,0.003987103468765882,1.2707956090552506,-1.2668085055864846,1.4155600875268586,2.0038103613990472,0.7626651633699014,0.32632456924733094,-0.13862017988613806,-0.7703015818055456,1.1139199543744238,0.5326449925606845,-1.4797529440374164,8.940152301409246e-35,1.0,3.4746657301961904e-36,0.9448100655105901,"{'sigma': 1.1982195225230146, 'lam': -1.0260474314313024}","{'sigma': 0.21842119170819663, 'mu': -4.839468346728992e-06, 'w0': 0.5494398454069191, 'delta': 0.549425547158404, 'psi': 0.2}",{'sigma': 0.6812586815811243},0.6298733770070603
0.44,0.20700998830573591,1.2840350464961636,-1.0770250581904277,1.417712567151366,2.009908923058916,0.7594921169603878,0.32097006286040347,-0.14555753213094788,-0.7779606596464255,1.1041256676309792,0.5204435827575697,-1.4910403943859214,2.4719617221957365e-35,1.0,1.055066599876155e-36,0.6482596458749168,"{'sigma': 1.204731091142384, 'lam': -1.0329555316014005}","{'sigma': 0.21919240636075932, 'mu': -9.852116906294839e-06, 'w0': 0.5510745749229137, 'delta': 0.5510454667635387, 'psi': 0.2}",{'sigma': 0.6822844160708889},0.6482596458749168
0.45,3.3937364485540438,1.2983592831267263,2.0953771654273172,1.4205321147210417,2.0179114889538345,0.7585674461038908,0.3169157839344365,-0.1531618655325781,-0.7864254075379905,1.0941089482546604,0.5049644048400227,-1.5061895516248536,7.296328844009524e-36,1.0,3.461542979265956e-37,0.6762158985389592,"{'sigma': 1.2104323674800428, 'lam': -1.039916083447555}","{'sigma': 0.21957714376030668, 'mu': -7.738687104463793e-06, 'w0': 0.5525875069341204, 'delta': 0.5525646429202509, 'psi': 0.2}",{'sigma': 0.6827108726169687},0.6762158985389592
0.46,0.006129102629692087,1.309324611676061,-1.303195509046369,1.418813815182693,2.013032642153269,0.7553019283187811,0.3095859055716655,-0.1655107346553592,-0.7896163974849411,1.0836180851352208,0.49513648475907623,-1.5109780410107192,1.557567217703107e-36,1.0,8.451855515388499e-38,0.7103369692662356,"{'sigma': 1.2170721282962482, 'lam': -1.0518689915212676}","{'sigma': 0.2184993956039052, 'mu': -1.1245133658466244e-05, 'w0': 0.5548499725964975, 'delta': 0.5548167487578204, 'psi': 0.2}",{'sigma': 0.682164206935442},0.7103369692662356
0.47,3.4857308739217854,1.3211795537142923,2.164551320207493,1.4217953001590784,2.021501875554444,0.7523697667796219,0.305638828699052,-0.16984329923609923,-0.7945971217554304,1.0761923471565287,0.4854672550899075,-1.5199466052495227,3.2145900328955585e-37,1.0,1.92064135642035e-38,0.7347979762696871,"{'sigma': 1.224029556208224, 'lam': -1.0580866997017644}","{'sigma': 0.21847593971190604, 'mu': -5.275924351400008e-06, 'w0': 0.5561224470273536, 'delta': 0.5561068592660297, 'psi': 0.2}",{'sigma': 0.6838148937004407},0.7347979762696871
0.48,2.28308847400806,1.3322341457719171,0.950854328236143,1.415092828748875,2.002487713976493,0.7543560082796652,0.3007236834392739,-0.18200196456559417,-0.7974517528967617,1.0621520190987348,0.47028405206553364,-1.525134946534329,3.8500892470281957e-38,1.0,2.5649467364700355e-39,0.7559967446852977,"{'sigma': 1.222926208892877, 'lam': -1.0656996335683289}","{'sigma': 0.2160772453419273, 'mu': -8.85214032364523e-06, 'w0': 0.5579681971028129, 'delta': 0.5579420433823687, 'psi': 0.2}",{'sigma': 0.6797885080949196},0.7559967446852977
