Dilution rate,Species,,Variance,Lag-1 AC,Lag-2 AC,Lag-10 AC,AIC fold,AIC hopf,AIC null,Smax
0.04,Brachionus,Lower,2.5468911630883952,0.3414719448669256,0.3558857088394994,-0.12494767390821503,0.18319830219266345,0.6179299902390094,0.013686920979653433,0.29750473652596665
0.04,Brachionus,Mean,2.5765653025717774,0.35579954087248816,0.3627272756213231,-0.101404908509002,0.25858446844320054,0.7046979175314521,0.03671761402534765,0.3190253511145709
0.04,Brachionus,Upper,2.6066235144144696,0.37040323425780375,0.36946347882340924,-0.07842215574412283,0.3394708906047546,0.7870656587744296,0.06531460453979769,0.3433369888683812
0.04,Chlorella,Lower,0.01762382922933736,0.4589855062138637,0.31999736181687666,-0.20559350219803282,0.1211223536139573,0.6956657971006003,0.007864795045105904,0.0023120923077694414
0.04,Chlorella,Mean,0.017906990924813748,0.47693062151597215,0.3285074991451357,-0.1771762526132225,0.19102762271556084,0.7800824849403398,0.028889892344099163,0.002514998455911495
0.04,Chlorella,Upper,0.01819184440265965,0.4933611841958458,0.33695273653392227,-0.14369620426377372,0.26697539679518134,0.8573081377530349,0.05344799784870574,0.0027087629320198246
0.07,Brachionus,Lower,8.918516156501235,-0.37376892304327913,0.15520440284948844,-0.08665375546895297,4.57459577136106e-05,0.9619601961773113,0.006925686862373605,1.0664291058028608
0.07,Brachionus,Mean,9.202218112945737,-0.3603520998768036,0.17149641383924077,-0.05742033744952085,0.0001713583272343244,0.9793973986170221,0.020431243055743557,1.1493819104472096
0.07,Brachionus,Upper,9.489915681163835,-0.34661888315477185,0.18748586851893434,-0.026490967174618154,0.000346432061700786,0.992891060232459,0.03685051763161833,1.234733374501828
0.07,Chlorella,Lower,0.020426255085101087,-0.012035414602652703,-0.0836088904031224,0.06149332258144664,0.06269181934515301,0.358185404183447,0.42182721710679777,0.0017660565287309807
0.07,Chlorella,Mean,0.020995448751052838,-3.046374588376255e-05,-0.0719818820264901,0.07531127100430053,0.0849047891710447,0.4353160903742341,0.47977912045472143,0.0018684699221446042
0.07,Chlorella,Upper,0.02156518347853888,0.010405998147330288,-0.059376468244606816,0.0902129482545757,0.11005497781479215,0.5119071571107707,0.5484259120190924,0.001970014077620385
0.12,Brachionus,Lower,8.008551863868314,0.05976982506076307,0.039448287087449796,0.08256155412737705,0.1948354729925881,0.30659530905368054,0.28850397827487706,0.6651871458422342
0.12,Brachionus,Mean,8.246028063740724,0.08071837985329598,0.05004778318580904,0.09399407902117372,0.2552228635487534,0.3886653977630746,0.35611173868817203,0.7021857716682041
0.12,Brachionus,Upper,8.483234196508356,0.10298301528576585,0.059620630083559306,0.10621461878926013,0.32419476601756425,0.4731989577109081,0.4259034138736371,0.7430055123174235
0.12,Chlorella,Lower,0.02287418051126846,0.43179046544123506,0.2642382774700008,0.027690230463651554,0.4565499025933898,0.3191875949846096,0.01746830148349761,0.0025977888161666535
