Dilution rate,Species,Sample,Variance,Lag-1 AC,Lag-2 AC,Lag-10 AC,AIC fold,AIC hopf,AIC null,Smax
0.04,Brachionus,1,2.566228932239524,0.3214362321301598,0.33136220650844567,-0.12481766751595895,9.822253754332147e-20,1.0,6.170808394262534e-21,0.48763756852607515
0.04,Brachionus,2,2.9031559612325726,0.5319020146356802,0.45808251983604553,-0.4405233262325547,1.630893857434954e-33,1.0,1.3735797897492484e-38,0.5380326865805092
0.04,Brachionus,3,2.4515281013114336,0.2975842034827674,0.36115705950880767,-0.11270634400108537,0.9933206495809513,0.0007961952569494562,0.005883155162099309,0.14881889685428493
0.04,Brachionus,4,2.189001193106366,0.3942151672468732,0.3260208322326905,-0.19232389542886458,0.0008453002162622962,0.9990733614987213,8.13382850165298e-05,0.19685619626976547
0.04,Brachionus,5,2.5009457839933855,0.3704131027190106,0.3896055159885648,0.024039832307941728,2.0786386712278553e-15,0.999999999999998,1.5833511094358327e-29,0.3834997272777395
0.04,Brachionus,6,2.793419402945554,0.3895502224980149,0.3293475167645071,-0.17998746897505027,3.024258219847507e-20,1.0,1.451633064299368e-25,0.4800946327322204
0.04,Brachionus,7,2.743462528151621,0.3641388389490806,0.33495686870827546,0.06322743630011858,1.7669555704716364e-09,0.9999999982330445,3.515917337367947e-17,0.2646029490477952
0.04,Brachionus,8,2.4924087748157517,0.43605664754654533,0.3500956285766886,-0.24053539317319983,1.046086009148268e-21,1.0,1.94042762586395e-27,0.49915983945022907
0.04,Brachionus,9,2.5438742444962483,0.4165713652105394,0.3752783560357814,-0.05082100122473237,1.6063523694207383e-25,1.0,3.111837340597106e-29,0.4455459289422585
0.04,Brachionus,10,2.840320642691545,0.39721223341942463,0.38614985462161955,-0.07860670623051708,0.1645780393613472,0.8354219499904487,1.0648204204403338e-08,0.31932176131491313
0.04,Brachionus,11,2.4468520130310125,0.3079065149442774,0.3649347799782679,0.034393030322591917,1.7097110420628282e-11,0.9999999999828808,2.1983426223752835e-14,0.43621900330950214
0.04,Brachionus,12,2.5877547862163555,0.4120362299294738,0.38814146277626377,-0.03734966738928634,6.282192843050449e-13,0.9999999999993718,9.623757404527906e-23,0.4809389743604958
0.04,Brachionus,13,2.676659397978959,0.3615948073755227,0.3697486248679211,-0.08443019186194248,0.40652712204181296,0.5668388399215943,0.026634038036592707,0.21745125796741643
0.04,Brachionus,14,2.5974344637013598,0.2974759576520008,0.3608949605638049,0.08504804130377527,0.9999999818927184,2.1584156276111978e-09,1.5948865934726976e-08,0.24393812054509695
0.04,Brachionus,15,2.3631162610584453,0.420138343797677,0.36434840813852776,-0.35014061000837987,2.3196597079984052e-12,0.9999999999976796,7.697628492891579e-16,0.2455189322006518
0.04,Brachionus,16,2.6656232732177187,0.30742801738152137,0.38352506684780796,0.0843118469172729,1.480177054242269e-12,0.9999999999985199,5.411075382746828e-28,0.410797509395599
0.04,Brachionus,17,2.61179224605133,0.4237847406784185,0.37247487379997746,-0.09605642757541638,2.5399481821700115e-20,1.0,3.251659645280387e-27,0.46741028352362174
0.04,Brachionus,18,2.892689564192268,0.428597834370487,0.4224993123105826,-0.21390816661065176,1.0561948381753199e-10,0.9999999998943805,5.1014127726913083e-20,0.3887380840638137
0.04,Brachionus,19,2.6722410968850485,0.3742532222284062,0.35180020194624767,-0.12691327436829677,0.0012290397243660317,0.9987709602619443,1.3689842278969886e-11,0.32306883969091876
0.04,Brachionus,20,2.339040666533099,0.2968002275352986,0.3080920608867481,-0.19778255351226065,0.00019326369041481158,0.9998066678114277,6.84981574883987e-08,0.249546430439474
0.04,Brachionus,21,2.3557051308942487,0.3070483686805243,0.381287518215461,-0.10340841510568909,0.999775423829403,0.00022457552345818898,6.471387558069028e-10,0.19264015145336383
0.04,Brachionus,22,2.5235940346853316,0.3336320713361188,0.32461854998091494,-0.34351819194313216,1.9012240807990515e-11,0.9999999999809874,3.3291082784113897e-16,0.402060340743228
0.04,Brachionus,23,2.6923861214674405,0.3517552512554395,0.3640255464119586,-0.08994309908176287,0.0004612021632231481,0.9995387881836627,9.653114198122785e-09,0.3615327631799307
0.04,Brachionus,24,2.609257231216765,0.370785795733708,0.34615402985437593,0.023078854336880356,0.005077161531540891,0.9949228364051097,2.063349358108802e-09,0.3783323686048789
0.04,Brachionus,25,2.4704121568978823,0.3791568218116724,0.37390852919290657,-0.037307214866543106,0.95496783710871,0.005367946753811536,0.03966421613747838,0.2615661420622798
0.04,Brachionus,26,2.6006339690132547,0.3326877860313945,0.35560757797463777,-0.1433194738624263,5.995262913231586e-26,1.0,5.434290237579743e-32,0.45191915421652384
0.04,Brachionus,27,2.480363161508511,0.20104976460085264,0.35452034480211236,0.12877192521133227,0.9752496123556297,0.0029503086680839263,0.021800078976286424,0.19286197681198347
0.04,Brachionus,28,2.7154774833535646,0.4102033209485524,0.445000352459752,0.04702409199232935,0.67601982995529,0.323936371626663,4.379841804715255e-05,0.27339926123356373
0.04,Brachionus,29,2.5430537060205407,0.38602565856022003,0.41233790355856964,-0.17813464267463214,0.09455395410369485,0.9052860660297829,0.0001599798665220823,0.22881352287452597
0.04,Brachionus,30,2.631466071936879,0.37558296085436416,0.3512958126346716,-0.25223395561050327,5.214714803670144e-16,0.9999999999999996,1.7097352223577914e-21,0.5445594319137689
0.04,Brachionus,31,2.5400447658711403,0.3870698652451275,0.3859812056919281,-0.09173995398264986,0.9948918851863907,0.005108114332132626,4.814765852598784e-10,0.252040747194289
0.04,Brachionus,32,2.344232484050852,0.2745792531339929,0.41889476931279285,-0.07899922379966089,0.6100187523187753,0.3787886860712597,0.011192561609965025,0.28126734485852783
0.04,Brachionus,33,2.6599812685047155,0.46172441827978394,0.362395750630498,-0.2275562924746487,1.1201303840949024e-09,0.9999999988798689,5.78682797092767e-16,0.3981825831964029
0.04,Brachionus,34,2.3760845501308885,0.40818269485952097,0.3620670359544365,-0.12342998038701349,1.6923416965134017e-11,0.9999999999830742,2.4939950020526484e-15,0.34793238285174594
0.04,Brachionus,35,2.645983516815638,0.3631150377164288,0.3521268120812054,0.06660983661448627,0.00016787988716207323,0.9998321185642595,1.5485784788359973e-09,0.32593978863529083
0.04,Brachionus,36,2.353315244951174,0.27037915074294333,0.34191104380057885,0.0013384597933123364,0.5719547173675702,0.4276468695350209,0.00039841309740899474,0.28670515261034824
0.04,Brachionus,37,2.2496548395657108,0.3426391795857089,0.3527511456123989,-0.012083509436522923,1.6225645138612573e-14,0.9999999999999838,7.807318164595523e-18,0.32860928811954515
0.04,Brachionus,38,2.626920925288265,0.3630902852825067,0.3591231789309591,-0.13281378602751218,0.003975239812219526,0.9960247552166297,4.971150803528207e-09,0.21268053914646382
0.04,Brachionus,39,2.541015310222137,0.3429140087707305,0.31409269633967823,0.0724337762260708,2.8322247791720734e-12,0.9999999999971678,2.5694760531387206e-23,0.32510105299399944
0.04,Brachionus,40,2.7098299701725868,0.36318057505299367,0.3191543718916243,-0.09565285046580409,6.069937200663181e-08,0.9999999393005635,6.446412810322241e-14,0.30345020708578113
0.04,Brachionus,41,2.6965419777142854,0.4181025066710573,0.3026599445534695,-0.26237735606164686,4.916815025201777e-31,1.0,3.811785695600815e-35,0.47464743479263044
0.04,Brachionus,42,2.5172944809869997,0.2167035074168802,0.30998955538439854,-0.07392782725945989,3.6043766428548945e-11,0.9999999999077176,5.6238473178232324e-11,0.3809947652345904
0.04,Brachionus,43,2.428556729950876,0.38338119603151843,0.3230847146465125,-0.23392369859365333,1.847560867526952e-06,0.999998152400663,3.84694426039096e-11,0.29015562686677693
0.04,Brachionus,44,2.697519047083684,0.3400973914459848,0.35986112635916256,0.1500459896030462,0.9999999842967906,1.5703140349474978e-08,6.906717612975849e-14,0.23523982089496856
0.04,Brachionus,45,2.7414394162434577,0.41280730812409316,0.3340945677787876,0.04249048869799859,0.9999999887288401,1.3435447381267758e-09,9.927615141312888e-09,0.2007027676495898
0.04,Brachionus,46,2.7399164334867767,0.4142560558523393,0.31896243094020715,0.04968320184769697,1.1178379217545306e-15,0.9999999999999989,3.1291986800882013e-20,0.37373100268891957
0.04,Brachionus,47,2.617090355958632,0.2662749108167229,0.28270139634176844,0.048275183459789255,0.2858041213472502,0.16791386373246361,0.5462820149202862,0.2309060422609246
0.04,Brachionus,48,2.678772473348664,0.47328668662774076,0.41225722128576614,-0.3104183598412421,2.128436356179611e-29,1.0,1.8283214889326016e-33,0.4974586553420769
0.04,Brachionus,49,2.3825095299905277,0.44265934347372005,0.3848560798457931,-0.20415371129438592,3.690815847255397e-12,0.9999999999962996,9.454186478486921e-15,0.24520608331404464
0.04,Brachionus,50,2.523098457229995,0.49175817348634715,0.3942652346354973,-0.2759671262219014,1.0555347413323532e-11,0.9999999999894447,3.203019859668851e-22,0.35336076299278274
0.04,Brachionus,51,2.684454824528618,0.33051601379579154,0.3346330926065667,-0.05152348590863658,0.9999999938245172,6.1749185477721275e-09,5.641693083314937e-13,0.23651067148392538
0.04,Brachionus,52,2.601411930288025,0.391263721996007,0.3668556292689266,-0.07640574816324634,2.3668670893378135e-35,1.0,7.497178594537827e-39,0.5079573753240912
0.04,Brachionus,53,2.558355758934533,0.3318129293180308,0.33323282819906336,0.12368714246861104,8.670823674771467e-06,0.9999803528308028,1.0976345522575091e-05,0.3017659174387663
0.04,Brachionus,54,2.591898125174019,0.3670447605572196,0.3944816561403412,-0.36160800395253573,1.5403636256538093e-28,1.0,7.691006718836811e-34,0.5010942884875083
0.04,Brachionus,55,2.3504244680200186,0.28207824816899013,0.3191104685547535,-0.0782810724823737,0.1968695591621587,0.6812329483135168,0.1218974925243245,0.23416251097767998
0.04,Brachionus,56,2.7044864231574683,0.39234971040383454,0.291898931934892,-0.027526620604397246,4.368378779499291e-22,1.0,4.7578492717083496e-29,0.3241469222751641
0.04,Brachionus,57,2.952284424364729,0.3974576530660962,0.34914820846324035,-0.20610044535258412,3.8049692471161396e-08,0.9999999619483414,1.9660981082347377e-12,0.40747353412125786
0.04,Brachionus,58,2.936806770219447,0.426302508301909,0.4492244161712008,0.03080195135964731,0.1095260333726781,0.8904739666273191,2.696487182201297e-15,0.33388056678907446
0.04,Brachionus,59,2.7624073961739923,0.48447852252671886,0.3321555594911687,-0.11820975685304616,0.998984387726686,0.0010156062210054404,6.0523087476514094e-09,0.26255773994136716
0.04,Brachionus,60,2.59528583289099,0.32717262630037464,0.2669701125730013,-0.23918008292903759,0.02942233500544198,0.9702492961883386,0.00032836880621948245,0.2933707771616541
0.04,Brachionus,61,2.6853828045334356,0.4103887599376294,0.3696097209410905,0.05030794872165356,3.2987880088118027e-13,0.99999999999967,2.229103172540378e-17,0.37506277841392094
0.04,Brachionus,62,2.401239881696884,0.3682267660077055,0.37363781427447346,-0.11819440771334201,0.9991592204970948,0.00028453583032898107,0.0005562436725761748,0.13871884850933658
0.04,Brachionus,63,2.6451682196355812,0.3573833339306408,0.37085325609119163,-0.15546520885227755,9.477809071012075e-14,0.9999999999999052,1.4429564988796324e-19,0.4005363135611691
0.04,Brachionus,64,2.612722688696201,0.4558761991639154,0.40788792287064485,0.18735848879269343,0.9927784306900774,0.007221519107800759,5.020212172456172e-08,0.25061400508501186
0.04,Brachionus,65,2.712166713449102,0.44230578671044474,0.3959268680299519,-0.050268819453110083,3.0826930683488275e-07,0.9999996917302492,4.441567673596166e-13,0.2880381121760738
0.04,Brachionus,66,2.251610113318477,0.3975364958967001,0.3030606752543593,-0.2625052983785022,1.1233533040777562e-19,1.0,1.9124324785314167e-23,0.34869962987017394
0.04,Brachionus,67,2.657286302371348,0.3636043740748174,0.42352255864751465,0.16802205831605724,0.9999999999999998,1.2913688753766597e-16,3.466834992064107e-18,0.28149466438266457
0.04,Brachionus,68,2.657742633143656,0.35954831465876097,0.38304004197971775,-0.0805090342418877,0.9843146724616448,0.005322391330423176,0.010362936207932051,0.30103905712441165
0.04,Brachionus,69,2.408953116340222,0.392527077963864,0.3596397166431898,-0.39489685110007516,7.948425825449011e-10,0.9999999991320074,7.314988779846395e-11,0.36881456649535305
0.04,Brachionus,70,2.437390727357415,0.4427478690545347,0.4183085357338605,-0.20248941308857113,0.33188820898621063,0.6681110749589548,7.160548345843205e-07,0.22676411559459858
0.04,Brachionus,71,2.5005627937621338,0.4941107117963071,0.4214240149106019,-0.42229668089354055,6.066555219874658e-39,1.0,6.443215425927979e-44,0.6546423087429389
0.04,Brachionus,72,2.6553023196690018,0.47613304245470933,0.40883724048512304,-0.197764941442136,4.714593282016942e-12,0.9999999999952853,4.875142981847889e-17,0.4120132180571392
0.04,Brachionus,73,2.380892878973649,0.3247156535701937,0.3488215132432953,-0.015869141230131615,0.9999998052357635,4.8073620561535836e-08,1.4669061594318678e-07,0.16054681969418025
0.04,Brachionus,74,2.745383887507333,0.39772788875741366,0.40398345225996524,-0.04643837887360532,0.015622763860087653,0.9843772326924624,3.4474500639870597e-09,0.2724688412863727
0.04,Brachionus,75,2.463708944179966,0.25096806745976474,0.3501346793114683,0.019900295538461215,0.1413900781632944,0.10234872988311411,0.7562611919535915,0.16867441349347378
0.04,Brachionus,76,2.5618733017630686,0.26241020459122133,0.3389684499533393,-0.024659793104198108,0.9999460508221474,5.394210735815454e-05,7.070494381576971e-09,0.26654555123085333
